period,DMA,sales
2021-10-24,"DALLAS, TX",61.0
2021-10-24,"WACO-TEMPLE, TX",29.0
2021-10-24,"ABILENE, TX",21.0
2021-10-24,"MONROE-ELDORADO, LA",10.0
2021-10-24,"CHARLESTON-HUNTINGTON, WV",41.0
2021-10-24,"GREENVILLE-NEW BERN, NC",34.0
2021-10-24,"BLUEFIELD-BECKLEY, WV",18.0
2021-10-24,"JOPLIN, MO - PITTSBURG, KS",1.0
2021-10-24,"WICHITA-HUTCHINSON, KS",0.0
2021-10-24,"CLARKSBURG-WESTON, WV",2.0
2021-10-24,"GREENWOOD-GREENVILLE, MS",3.0
2021-10-24,"COLUMBUS, OH",0.0
2021-10-24,"SPOKANE, WA",0.0
2021-10-24,"FT SMITH, AR",7.0
2021-10-24,"CLEVELAND, OH",0.0
2021-10-24,"LAS VEGAS, NV",1.0
2021-10-24,"RENO, NV",2.0
2021-10-24,"PALM SPRINGS, CA",2.0
2021-10-24,"SHERMAN-ADA, OK",0.0
2021-10-24,"LOS ANGELES, CA",0.0
2021-10-24,"MEMPHIS, TN",0.0
2021-10-24,"KANSAS CITY, MO",0.0
2021-10-24,"SACRAMENTO, CA",3.0
2021-10-24,"WICHITA FALLS, TX - LAWTON, OK",0.0
2021-10-24,"COLUMBIA-JEFFERSON CITY, MO",2.0
2021-10-24,"MONTEREY-SALINAS, CA",0.0
2021-10-24,"SAN ANTONIO, TX",0.0
2021-10-24,"LAFAYETTE, LA",1.0
2021-10-24,"FRESNO-VISALIA, CA",0.0
2021-10-24,"NEW YORK, NY",1137.0
2021-10-24,No DMA,0.0
2021-10-31,"TULSA, OK",6.0
2021-10-31,"AUSTIN, TX",14.0
2021-10-31,"EUREKA, CA",8.0
2021-10-31,"HOUSTON, TX",23.0
2021-10-31,"LUBBOCK, TX",23.0
2021-10-31,"PHOENIX, AZ",19.0
2021-10-31,"AMARILLO, TX",26.0
2021-10-31,"VICTORIA, TX",8.0
2021-10-31,"JONESBORO, AR",10.0
2021-10-31,"ST JOSEPH, MO",8.0
2021-10-31,"ALEXANDRIA, LA",12.0
2021-10-31,"SAN ANGELO, TX",8.0
2021-10-31,"SHREVEPORT, LA",11.0
2021-10-31,"LITTLE ROCK, AR",14.0
2021-10-31,"PARKERSBERG, WV",7.0
2021-10-31,"SPRINGFIELD, MO",12.0
2021-10-31,"LAKE CHARLES, LA",17.0
2021-10-31,"OKLAHOMA CITY, OK",11.0
2021-10-31,"ODESSA-MIDLAND, TX",19.0
2021-10-31,"RALEIGH-DURHAM, NC",9.0
2021-10-31,"TYLER-LONGVIEW, TX",43.0
2021-10-31,"DALLAS, TX",39.0
2021-10-31,"WACO-TEMPLE, TX",15.0
2021-10-31,"ABILENE, TX",11.0
2021-10-31,"MONROE-ELDORADO, LA",6.0
2021-10-31,"CHARLESTON-HUNTINGTON, WV",25.0
2021-10-31,"GREENVILLE-NEW BERN, NC",27.0
2021-10-31,"BLUEFIELD-BECKLEY, WV",20.0
2021-10-31,"JOPLIN, MO - PITTSBURG, KS",2.0
2021-10-31,"WICHITA-HUTCHINSON, KS",0.0
2021-10-31,"CLARKSBURG-WESTON, WV",1.0
2021-10-31,"GREENWOOD-GREENVILLE, MS",3.0
2021-10-31,"COLUMBUS, OH",1.0
2021-10-31,"SPOKANE, WA",0.0
2021-10-31,"FT SMITH, AR",0.0
2021-10-31,"CLEVELAND, OH",0.0
2021-10-31,"LAS VEGAS, NV",0.0
2021-10-31,"RENO, NV",2.0
2021-10-31,"PALM SPRINGS, CA",2.0
2021-10-31,"SHERMAN-ADA, OK",2.0
2021-10-31,"LOS ANGELES, CA",0.0
2021-10-31,"MEMPHIS, TN",0.0
2021-10-31,"KANSAS CITY, MO",0.0
2021-10-31,"SACRAMENTO, CA",4.0
2021-10-31,"WICHITA FALLS, TX - LAWTON, OK",3.0
2021-10-31,"COLUMBIA-JEFFERSON CITY, MO",1.0
2021-10-31,"MONTEREY-SALINAS, CA",0.0
2021-10-31,"SAN ANTONIO, TX",0.0
2021-10-31,"LAFAYETTE, LA",1.0
2021-10-31,"FRESNO-VISALIA, CA",0.0
2021-10-31,"NEW YORK, NY",973.0
2021-10-31,No DMA,0.0
2021-12-26,"TULSA, OK",2.0
2021-12-26,"AUSTIN, TX",13.0
2021-12-26,"EUREKA, CA",19.0
2021-12-26,"HOUSTON, TX",13.0
2021-12-26,"LUBBOCK, TX",16.0
2021-12-26,"PHOENIX, AZ",27.0
2021-12-26,"AMARILLO, TX",12.0
2021-12-26,"VICTORIA, TX",2.0
2021-12-26,"JONESBORO, AR",7.0
2021-12-26,"ST JOSEPH, MO",3.0
2021-12-26,"ALEXANDRIA, LA",13.0
2021-12-26,"SAN ANGELO, TX",10.0
2021-12-26,"SHREVEPORT, LA",12.0
2021-12-26,"LITTLE ROCK, AR",18.0
2021-12-26,"PARKERSBERG, WV",6.0
2021-12-26,"SPRINGFIELD, MO",18.0
2021-12-26,"LAKE CHARLES, LA",11.0
2021-12-26,"OKLAHOMA CITY, OK",11.0
2021-12-26,"ODESSA-MIDLAND, TX",13.0
2021-12-26,"RALEIGH-DURHAM, NC",11.0
2021-12-26,"TYLER-LONGVIEW, TX",31.0
2021-12-26,"DALLAS, TX",31.0
2021-12-26,"WACO-TEMPLE, TX",16.0
2021-12-26,"ABILENE, TX",15.0
2021-12-26,"MONROE-ELDORADO, LA",6.0
2021-12-26,"CHARLESTON-HUNTINGTON, WV",22.0
2021-12-26,"GREENVILLE-NEW BERN, NC",25.0
2021-12-26,"BLUEFIELD-BECKLEY, WV",11.0
2021-12-26,"JOPLIN, MO - PITTSBURG, KS",0.0
2021-12-26,"WICHITA-HUTCHINSON, KS",0.0
2021-12-26,"CLARKSBURG-WESTON, WV",1.0
2021-12-26,"GREENWOOD-GREENVILLE, MS",7.0
2021-12-26,"COLUMBUS, OH",1.0
2021-12-26,"SPOKANE, WA",0.0
2021-12-26,"FT SMITH, AR",0.0
2021-12-26,"CLEVELAND, OH",2.0
2021-12-26,"LAS VEGAS, NV",0.0
2021-12-26,"RENO, NV",1.0
2021-12-26,"PALM SPRINGS, CA",0.0
2021-12-26,"SHERMAN-ADA, OK",0.0
2021-12-26,"LOS ANGELES, CA",0.0
2021-12-26,"MEMPHIS, TN",1.0
2021-12-26,"KANSAS CITY, MO",1.0
2021-12-26,"SACRAMENTO, CA",2.0
2021-12-26,"WICHITA FALLS, TX - LAWTON, OK",3.0
2021-12-26,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-12-26,"MONTEREY-SALINAS, CA",0.0
2021-12-26,"SAN ANTONIO, TX",0.0
2021-12-26,"LAFAYETTE, LA",3.0
2021-12-26,"FRESNO-VISALIA, CA",0.0
2021-12-26,"NEW YORK, NY",753.0
2021-12-26,No DMA,0.0
2021-08-22,"TULSA, OK",4.0
2021-08-22,"AUSTIN, TX",18.0
2021-08-22,"EUREKA, CA",18.0
2021-08-22,"HOUSTON, TX",25.0
2021-08-22,"LUBBOCK, TX",27.0
2021-08-22,"PHOENIX, AZ",35.0
2021-08-22,"AMARILLO, TX",13.0
2021-08-22,"VICTORIA, TX",19.0
2021-08-22,"JONESBORO, AR",6.0
2021-08-22,"ST JOSEPH, MO",11.0
2021-08-22,"ALEXANDRIA, LA",14.0
2021-08-22,"SAN ANGELO, TX",11.0
2021-08-22,"SHREVEPORT, LA",17.0
2021-08-22,"LITTLE ROCK, AR",14.0
2021-08-22,"PARKERSBERG, WV",10.0
2021-08-22,"SPRINGFIELD, MO",20.0
2021-08-22,"LAKE CHARLES, LA",24.0
2021-08-22,"OKLAHOMA CITY, OK",17.0
2021-08-22,"ODESSA-MIDLAND, TX",17.0
2021-08-22,"RALEIGH-DURHAM, NC",8.0
2021-08-22,"TYLER-LONGVIEW, TX",39.0
2021-08-22,"DALLAS, TX",43.0
2021-08-22,"WACO-TEMPLE, TX",28.0
2021-08-22,"ABILENE, TX",24.0
2021-08-22,"MONROE-ELDORADO, LA",7.0
2021-08-22,"CHARLESTON-HUNTINGTON, WV",40.0
2021-08-22,"GREENVILLE-NEW BERN, NC",31.0
2021-08-22,"BLUEFIELD-BECKLEY, WV",25.0
2021-08-22,"JOPLIN, MO - PITTSBURG, KS",4.0
2021-08-22,"WICHITA-HUTCHINSON, KS",0.0
2021-08-22,"CLARKSBURG-WESTON, WV",2.0
2021-08-22,"GREENWOOD-GREENVILLE, MS",10.0
2021-08-22,"COLUMBUS, OH",0.0
2021-08-22,"SPOKANE, WA",0.0
2021-08-22,"FT SMITH, AR",0.0
2021-08-22,"CLEVELAND, OH",0.0
2021-08-22,"LAS VEGAS, NV",1.0
2021-08-22,"RENO, NV",1.0
2021-08-22,"PALM SPRINGS, CA",5.0
2021-08-22,"SHERMAN-ADA, OK",0.0
2021-08-22,"LOS ANGELES, CA",2.0
2021-08-22,"MEMPHIS, TN",0.0
2021-08-22,"KANSAS CITY, MO",1.0
2021-08-22,"SACRAMENTO, CA",6.0
2021-08-22,"WICHITA FALLS, TX - LAWTON, OK",3.0
2021-08-22,"COLUMBIA-JEFFERSON CITY, MO",1.0
2021-08-22,"MONTEREY-SALINAS, CA",0.0
2021-08-22,"SAN ANTONIO, TX",0.0
2021-08-22,"LAFAYETTE, LA",0.0
2021-08-22,"FRESNO-VISALIA, CA",0.0
2021-08-22,"NEW YORK, NY",985.0
2021-08-22,No DMA,0.0
2022-01-16,"TULSA, OK",6.0
2022-01-16,"AUSTIN, TX",11.0
2022-01-16,"EUREKA, CA",15.0
2022-01-16,"HOUSTON, TX",19.0
2022-01-16,"LUBBOCK, TX",23.0
2022-01-16,"PHOENIX, AZ",38.0
2022-01-16,"AMARILLO, TX",12.0
2022-01-16,"VICTORIA, TX",10.0
2022-01-16,"JONESBORO, AR",10.0
2022-01-16,"ST JOSEPH, MO",8.0
2022-01-16,"ALEXANDRIA, LA",13.0
2022-01-16,"SAN ANGELO, TX",10.0
2022-01-16,"SHREVEPORT, LA",15.0
2022-01-16,"LITTLE ROCK, AR",14.0
2022-01-16,"PARKERSBERG, WV",11.0
2022-01-16,"SPRINGFIELD, MO",20.0
2022-01-16,"LAKE CHARLES, LA",11.0
2022-01-16,"OKLAHOMA CITY, OK",10.0
2022-01-16,"ODESSA-MIDLAND, TX",18.0
2022-01-16,"RALEIGH-DURHAM, NC",12.0
2022-01-16,"TYLER-LONGVIEW, TX",45.0
2022-01-16,"DALLAS, TX",37.0
2022-01-16,"WACO-TEMPLE, TX",13.0
2022-01-16,"ABILENE, TX",17.0
2022-01-16,"MONROE-ELDORADO, LA",13.0
2022-01-16,"CHARLESTON-HUNTINGTON, WV",31.0
2022-01-16,"GREENVILLE-NEW BERN, NC",19.0
2022-01-16,"BLUEFIELD-BECKLEY, WV",9.0
2022-01-16,"JOPLIN, MO - PITTSBURG, KS",1.0
2022-01-16,"WICHITA-HUTCHINSON, KS",0.0
2022-01-16,"CLARKSBURG-WESTON, WV",2.0
2022-01-16,"GREENWOOD-GREENVILLE, MS",3.0
2022-01-16,"COLUMBUS, OH",1.0
2022-01-16,"SPOKANE, WA",0.0
2022-01-16,"FT SMITH, AR",0.0
2022-01-16,"CLEVELAND, OH",1.0
2022-01-16,"LAS VEGAS, NV",0.0
2022-01-16,"RENO, NV",2.0
2022-01-16,"PALM SPRINGS, CA",2.0
2022-01-16,"SHERMAN-ADA, OK",0.0
2022-01-16,"LOS ANGELES, CA",1.0
2022-01-16,"MEMPHIS, TN",1.0
2022-01-16,"KANSAS CITY, MO",0.0
2022-01-16,"SACRAMENTO, CA",2.0
2022-01-16,"WICHITA FALLS, TX - LAWTON, OK",3.0
2022-01-16,"COLUMBIA-JEFFERSON CITY, MO",0.0
2022-01-16,"MONTEREY-SALINAS, CA",0.0
2022-01-16,"SAN ANTONIO, TX",0.0
2022-01-16,"LAFAYETTE, LA",0.0
2022-01-16,"FRESNO-VISALIA, CA",0.0
2022-01-16,"NEW YORK, NY",946.0
2022-01-16,No DMA,0.0
