period,DMA,sales
2021-10-17,"CLEVELAND, OH",0.0
2021-10-17,"LAS VEGAS, NV",2.0
2021-10-17,"RENO, NV",0.0
2021-10-17,"PALM SPRINGS, CA",3.0
2021-10-17,"SHERMAN-ADA, OK",1.0
2021-10-17,"LOS ANGELES, CA",4.0
2021-10-17,"MEMPHIS, TN",2.0
2021-10-17,"KANSAS CITY, MO",1.0
2021-10-17,"SACRAMENTO, CA",3.0
2021-10-17,"WICHITA FALLS, TX - LAWTON, OK",1.0
2021-10-17,"COLUMBIA-JEFFERSON CITY, MO",2.0
2021-10-17,"MONTEREY-SALINAS, CA",0.0
2021-10-17,"SAN ANTONIO, TX",0.0
2021-10-17,"LAFAYETTE, LA",1.0
2021-10-17,"FRESNO-VISALIA, CA",0.0
2021-10-17,"NEW YORK, NY",1107.0
2021-10-17,No DMA,0.0
2021-09-12,"TULSA, OK",8.0
2021-09-12,"AUSTIN, TX",16.0
2021-09-12,"EUREKA, CA",11.0
2021-09-12,"HOUSTON, TX",22.0
2021-09-12,"LUBBOCK, TX",21.0
2021-09-12,"PHOENIX, AZ",33.0
2021-09-12,"AMARILLO, TX",22.0
2021-09-12,"VICTORIA, TX",17.0
2021-09-12,"JONESBORO, AR",8.0
2021-09-12,"ST JOSEPH, MO",3.0
2021-09-12,"ALEXANDRIA, LA",5.0
2021-09-12,"SAN ANGELO, TX",14.0
2021-09-12,"SHREVEPORT, LA",23.0
2021-09-12,"LITTLE ROCK, AR",20.0
2021-09-12,"PARKERSBERG, WV",6.0
2021-09-12,"SPRINGFIELD, MO",17.0
2021-09-12,"LAKE CHARLES, LA",18.0
2021-09-12,"OKLAHOMA CITY, OK",10.0
2021-09-12,"ODESSA-MIDLAND, TX",14.0
2021-09-12,"RALEIGH-DURHAM, NC",13.0
2021-09-12,"TYLER-LONGVIEW, TX",45.0
2021-09-12,"DALLAS, TX",34.0
2021-09-12,"WACO-TEMPLE, TX",18.0
2021-09-12,"ABILENE, TX",13.0
2021-09-12,"MONROE-ELDORADO, LA",11.0
2021-09-12,"CHARLESTON-HUNTINGTON, WV",34.0
2021-09-12,"GREENVILLE-NEW BERN, NC",22.0
2021-09-12,"BLUEFIELD-BECKLEY, WV",18.0
2021-09-12,"JOPLIN, MO - PITTSBURG, KS",0.0
2021-09-12,"WICHITA-HUTCHINSON, KS",0.0
2021-09-12,"CLARKSBURG-WESTON, WV",2.0
2021-09-12,"GREENWOOD-GREENVILLE, MS",3.0
2021-09-12,"COLUMBUS, OH",0.0
2021-09-12,"SPOKANE, WA",0.0
2021-09-12,"FT SMITH, AR",1.0
2021-09-12,"CLEVELAND, OH",0.0
2021-09-12,"LAS VEGAS, NV",0.0
2021-09-12,"RENO, NV",1.0
2021-09-12,"PALM SPRINGS, CA",2.0
2021-09-12,"SHERMAN-ADA, OK",0.0
2021-09-12,"LOS ANGELES, CA",0.0
2021-09-12,"MEMPHIS, TN",1.0
2021-09-12,"KANSAS CITY, MO",0.0
2021-09-12,"SACRAMENTO, CA",3.0
2021-09-12,"WICHITA FALLS, TX - LAWTON, OK",2.0
2021-09-12,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-09-12,"MONTEREY-SALINAS, CA",0.0
2021-09-12,"SAN ANTONIO, TX",0.0
2021-09-12,"LAFAYETTE, LA",0.0
2021-09-12,"FRESNO-VISALIA, CA",0.0
2021-09-12,"NEW YORK, NY",1146.0
2021-09-12,No DMA,0.0
2021-10-03,"TULSA, OK",11.0
2021-10-03,"AUSTIN, TX",16.0
2021-10-03,"EUREKA, CA",12.0
2021-10-03,"HOUSTON, TX",17.0
2021-10-03,"LUBBOCK, TX",33.0
2021-10-03,"PHOENIX, AZ",39.0
2021-10-03,"AMARILLO, TX",15.0
2021-10-03,"VICTORIA, TX",12.0
2021-10-03,"JONESBORO, AR",10.0
2021-10-03,"ST JOSEPH, MO",6.0
2021-10-03,"ALEXANDRIA, LA",14.0
2021-10-03,"SAN ANGELO, TX",9.0
2021-10-03,"SHREVEPORT, LA",11.0
2021-10-03,"LITTLE ROCK, AR",15.0
2021-10-03,"PARKERSBERG, WV",7.0
2021-10-03,"SPRINGFIELD, MO",15.0
2021-10-03,"LAKE CHARLES, LA",22.0
2021-10-03,"OKLAHOMA CITY, OK",18.0
2021-10-03,"ODESSA-MIDLAND, TX",14.0
2021-10-03,"RALEIGH-DURHAM, NC",8.0
2021-10-03,"TYLER-LONGVIEW, TX",48.0
2021-10-03,"DALLAS, TX",42.0
2021-10-03,"WACO-TEMPLE, TX",15.0
2021-10-03,"ABILENE, TX",17.0
2021-10-03,"MONROE-ELDORADO, LA",6.0
2021-10-03,"CHARLESTON-HUNTINGTON, WV",35.0
2021-10-03,"GREENVILLE-NEW BERN, NC",38.0
2021-10-03,"BLUEFIELD-BECKLEY, WV",14.0
2021-10-03,"JOPLIN, MO - PITTSBURG, KS",1.0
2021-10-03,"WICHITA-HUTCHINSON, KS",0.0
2021-10-03,"CLARKSBURG-WESTON, WV",2.0
2021-10-03,"GREENWOOD-GREENVILLE, MS",2.0
2021-10-03,"COLUMBUS, OH",0.0
2021-10-03,"SPOKANE, WA",0.0
2021-10-03,"FT SMITH, AR",0.0
2021-10-03,"CLEVELAND, OH",1.0
2021-10-03,"LAS VEGAS, NV",1.0
2021-10-03,"RENO, NV",0.0
2021-10-03,"PALM SPRINGS, CA",1.0
2021-10-03,"SHERMAN-ADA, OK",0.0
2021-10-03,"LOS ANGELES, CA",0.0
2021-10-03,"MEMPHIS, TN",0.0
2021-10-03,"KANSAS CITY, MO",2.0
2021-10-03,"SACRAMENTO, CA",5.0
2021-10-03,"WICHITA FALLS, TX - LAWTON, OK",3.0
2021-10-03,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-10-03,"MONTEREY-SALINAS, CA",0.0
2021-10-03,"SAN ANTONIO, TX",0.0
2021-10-03,"LAFAYETTE, LA",1.0
2021-10-03,"FRESNO-VISALIA, CA",0.0
2021-10-03,"NEW YORK, NY",1024.0
2021-10-03,No DMA,0.0
2022-01-09,"TULSA, OK",6.0
2022-01-09,"AUSTIN, TX",20.0
2022-01-09,"EUREKA, CA",20.0
2022-01-09,"HOUSTON, TX",21.0
2022-01-09,"LUBBOCK, TX",24.0
2022-01-09,"PHOENIX, AZ",23.0
2022-01-09,"AMARILLO, TX",18.0
2022-01-09,"VICTORIA, TX",2.0
2022-01-09,"JONESBORO, AR",10.0
2022-01-09,"ST JOSEPH, MO",4.0
2022-01-09,"ALEXANDRIA, LA",11.0
2022-01-09,"SAN ANGELO, TX",8.0
2022-01-09,"SHREVEPORT, LA",13.0
2022-01-09,"LITTLE ROCK, AR",14.0
2022-01-09,"PARKERSBERG, WV",16.0
2022-01-09,"SPRINGFIELD, MO",14.0
2022-01-09,"LAKE CHARLES, LA",14.0
2022-01-09,"OKLAHOMA CITY, OK",14.0
2022-01-09,"ODESSA-MIDLAND, TX",12.0
2022-01-09,"RALEIGH-DURHAM, NC",15.0
2022-01-09,"TYLER-LONGVIEW, TX",45.0
2022-01-09,"DALLAS, TX",30.0
2022-01-09,"WACO-TEMPLE, TX",20.0
2022-01-09,"ABILENE, TX",20.0
2022-01-09,"MONROE-ELDORADO, LA",5.0
2022-01-09,"CHARLESTON-HUNTINGTON, WV",29.0
2022-01-09,"GREENVILLE-NEW BERN, NC",37.0
2022-01-09,"BLUEFIELD-BECKLEY, WV",15.0
2022-01-09,"JOPLIN, MO - PITTSBURG, KS",1.0
2022-01-09,"WICHITA-HUTCHINSON, KS",0.0
2022-01-09,"CLARKSBURG-WESTON, WV",3.0
2022-01-09,"GREENWOOD-GREENVILLE, MS",4.0
2022-01-09,"COLUMBUS, OH",0.0
2022-01-09,"SPOKANE, WA",1.0
2022-01-09,"FT SMITH, AR",0.0
2022-01-09,"CLEVELAND, OH",0.0
2022-01-09,"LAS VEGAS, NV",0.0
2022-01-09,"RENO, NV",1.0
2022-01-09,"PALM SPRINGS, CA",3.0
2022-01-09,"SHERMAN-ADA, OK",0.0
2022-01-09,"LOS ANGELES, CA",0.0
2022-01-09,"MEMPHIS, TN",0.0
2022-01-09,"KANSAS CITY, MO",0.0
2022-01-09,"SACRAMENTO, CA",3.0
2022-01-09,"WICHITA FALLS, TX - LAWTON, OK",3.0
2022-01-09,"COLUMBIA-JEFFERSON CITY, MO",2.0
2022-01-09,"MONTEREY-SALINAS, CA",0.0
2022-01-09,"SAN ANTONIO, TX",0.0
2022-01-09,"LAFAYETTE, LA",1.0
2022-01-09,"FRESNO-VISALIA, CA",0.0
2022-01-09,"NEW YORK, NY",976.0
2022-01-09,No DMA,0.0
2021-12-05,"TULSA, OK",9.0
2021-12-05,"AUSTIN, TX",13.0
2021-12-05,"EUREKA, CA",10.0
2021-12-05,"HOUSTON, TX",25.0
2021-12-05,"LUBBOCK, TX",16.0
2021-12-05,"PHOENIX, AZ",35.0
2021-12-05,"AMARILLO, TX",12.0
2021-12-05,"VICTORIA, TX",4.0
2021-12-05,"JONESBORO, AR",14.0
2021-12-05,"ST JOSEPH, MO",1.0
2021-12-05,"ALEXANDRIA, LA",24.0
2021-12-05,"SAN ANGELO, TX",9.0
2021-12-05,"SHREVEPORT, LA",24.0
2021-12-05,"LITTLE ROCK, AR",17.0
2021-12-05,"PARKERSBERG, WV",2.0
2021-12-05,"SPRINGFIELD, MO",13.0
2021-12-05,"LAKE CHARLES, LA",12.0
2021-12-05,"OKLAHOMA CITY, OK",16.0
2021-12-05,"ODESSA-MIDLAND, TX",13.0
2021-12-05,"RALEIGH-DURHAM, NC",9.0
2021-12-05,"TYLER-LONGVIEW, TX",38.0
2021-12-05,"DALLAS, TX",30.0
2021-12-05,"WACO-TEMPLE, TX",13.0
2021-12-05,"ABILENE, TX",9.0
2021-12-05,"MONROE-ELDORADO, LA",10.0
2021-12-05,"CHARLESTON-HUNTINGTON, WV",29.0
2021-12-05,"GREENVILLE-NEW BERN, NC",29.0
2021-12-05,"BLUEFIELD-BECKLEY, WV",12.0
2021-12-05,"JOPLIN, MO - PITTSBURG, KS",2.0
2021-12-05,"WICHITA-HUTCHINSON, KS",0.0
2021-12-05,"CLARKSBURG-WESTON, WV",1.0
2021-12-05,"GREENWOOD-GREENVILLE, MS",10.0
2021-12-05,"COLUMBUS, OH",0.0
2021-12-05,"SPOKANE, WA",1.0
2021-12-05,"FT SMITH, AR",3.0
2021-12-05,"CLEVELAND, OH",0.0
2021-12-05,"LAS VEGAS, NV",0.0
2021-12-05,"RENO, NV",1.0
2021-12-05,"PALM SPRINGS, CA",2.0
2021-12-05,"SHERMAN-ADA, OK",1.0
2021-12-05,"LOS ANGELES, CA",0.0
2021-12-05,"MEMPHIS, TN",0.0
2021-12-05,"KANSAS CITY, MO",0.0
2021-12-05,"SACRAMENTO, CA",8.0
2021-12-05,"WICHITA FALLS, TX - LAWTON, OK",0.0
2021-12-05,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-12-05,"MONTEREY-SALINAS, CA",0.0
2021-12-05,"SAN ANTONIO, TX",0.0
2021-12-05,"LAFAYETTE, LA",1.0
2021-12-05,"FRESNO-VISALIA, CA",0.0
2021-12-05,"NEW YORK, NY",887.0
2021-12-05,No DMA,0.0
2021-11-07,"TULSA, OK",9.0
2021-11-07,"AUSTIN, TX",16.0
2021-11-07,"EUREKA, CA",14.0
2021-11-07,"HOUSTON, TX",30.0
2021-11-07,"LUBBOCK, TX",12.0
2021-11-07,"PHOENIX, AZ",23.0
2021-11-07,"AMARILLO, TX",17.0
2021-11-07,"VICTORIA, TX",10.0
2021-11-07,"JONESBORO, AR",14.0
2021-11-07,"ST JOSEPH, MO",5.0
2021-11-07,"ALEXANDRIA, LA",19.0
2021-11-07,"SAN ANGELO, TX",12.0
2021-11-07,"SHREVEPORT, LA",21.0
2021-11-07,"LITTLE ROCK, AR",11.0
2021-11-07,"PARKERSBERG, WV",9.0
2021-11-07,"SPRINGFIELD, MO",18.0
2021-11-07,"LAKE CHARLES, LA",21.0
2021-11-07,"OKLAHOMA CITY, OK",23.0
2021-11-07,"ODESSA-MIDLAND, TX",21.0
2021-11-07,"RALEIGH-DURHAM, NC",16.0
2021-11-07,"TYLER-LONGVIEW, TX",40.0
2021-11-07,"DALLAS, TX",24.0
2021-11-07,"WACO-TEMPLE, TX",13.0
2021-11-07,"ABILENE, TX",16.0
2021-11-07,"MONROE-ELDORADO, LA",7.0
2021-11-07,"CHARLESTON-HUNTINGTON, WV",45.0
2021-11-07,"GREENVILLE-NEW BERN, NC",39.0
2021-11-07,"BLUEFIELD-BECKLEY, WV",15.0
2021-11-07,"JOPLIN, MO - PITTSBURG, KS",3.0
2021-11-07,"WICHITA-HUTCHINSON, KS",0.0
2021-11-07,"CLARKSBURG-WESTON, WV",3.0
2021-11-07,"GREENWOOD-GREENVILLE, MS",6.0
2021-11-07,"COLUMBUS, OH",0.0
2021-11-07,"SPOKANE, WA",0.0
2021-11-07,"FT SMITH, AR",4.0
2021-11-07,"CLEVELAND, OH",0.0
2021-11-07,"LAS VEGAS, NV",0.0
2021-11-07,"RENO, NV",2.0
2021-11-07,"PALM SPRINGS, CA",2.0
2021-11-07,"SHERMAN-ADA, OK",0.0
2021-11-07,"LOS ANGELES, CA",0.0
2021-11-07,"MEMPHIS, TN",1.0
2021-11-07,"KANSAS CITY, MO",3.0
2021-11-07,"SACRAMENTO, CA",8.0
2021-11-07,"WICHITA FALLS, TX - LAWTON, OK",1.0
2021-11-07,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-11-07,"MONTEREY-SALINAS, CA",0.0
2021-11-07,"SAN ANTONIO, TX",0.0
2021-11-07,"LAFAYETTE, LA",0.0
2021-11-07,"FRESNO-VISALIA, CA",0.0
2021-11-07,"NEW YORK, NY",1027.0
2021-11-07,No DMA,0.0
2021-11-21,"TULSA, OK",4.0
2021-11-21,"AUSTIN, TX",5.0
2021-11-21,"EUREKA, CA",3.0
2021-11-21,"HOUSTON, TX",9.0
2021-11-21,"LUBBOCK, TX",14.0
2021-11-21,"PHOENIX, AZ",27.0
2021-11-21,"AMARILLO, TX",8.0
2021-11-21,"VICTORIA, TX",6.0
2021-11-21,"JONESBORO, AR",3.0
2021-11-21,"ST JOSEPH, MO",2.0
2021-11-21,"ALEXANDRIA, LA",7.0
2021-11-21,"SAN ANGELO, TX",5.0
2021-11-21,"SHREVEPORT, LA",20.0
2021-11-21,"LITTLE ROCK, AR",2.0
2021-11-21,"PARKERSBERG, WV",6.0
2021-11-21,"SPRINGFIELD, MO",18.0
2021-11-21,"LAKE CHARLES, LA",7.0
2021-11-21,"OKLAHOMA CITY, OK",10.0
2021-11-21,"ODESSA-MIDLAND, TX",10.0
2021-11-21,"RALEIGH-DURHAM, NC",11.0
2021-11-21,"TYLER-LONGVIEW, TX",33.0
2021-11-21,"DALLAS, TX",22.0
2021-11-21,"WACO-TEMPLE, TX",8.0
2021-11-21,"ABILENE, TX",5.0
2021-11-21,"MONROE-ELDORADO, LA",9.0
2021-11-21,"CHARLESTON-HUNTINGTON, WV",10.0
2021-11-21,"GREENVILLE-NEW BERN, NC",28.0
2021-11-21,"BLUEFIELD-BECKLEY, WV",13.0
2021-11-21,"JOPLIN, MO - PITTSBURG, KS",2.0
2021-11-21,"WICHITA-HUTCHINSON, KS",0.0
2021-11-21,"CLARKSBURG-WESTON, WV",0.0
2021-11-21,"GREENWOOD-GREENVILLE, MS",5.0
2021-11-21,"COLUMBUS, OH",1.0
2021-11-21,"SPOKANE, WA",0.0
2021-11-21,"FT SMITH, AR",0.0
2021-11-21,"CLEVELAND, OH",0.0
2021-11-21,"LAS VEGAS, NV",0.0
2021-11-21,"RENO, NV",0.0
2021-11-21,"PALM SPRINGS, CA",1.0
2021-11-21,"SHERMAN-ADA, OK",0.0
2021-11-21,"LOS ANGELES, CA",1.0
2021-11-21,"MEMPHIS, TN",0.0
2021-11-21,"KANSAS CITY, MO",0.0
2021-11-21,"SACRAMENTO, CA",2.0
2021-11-21,"WICHITA FALLS, TX - LAWTON, OK",1.0
2021-11-21,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-11-21,"MONTEREY-SALINAS, CA",0.0
2021-11-21,"SAN ANTONIO, TX",0.0
2021-11-21,"LAFAYETTE, LA",1.0
2021-11-21,"FRESNO-VISALIA, CA",0.0
2021-11-21,"NEW YORK, NY",582.0
2021-11-21,No DMA,0.0
2021-08-29,"TULSA, OK",7.0
2021-08-29,"AUSTIN, TX",17.0
2021-08-29,"EUREKA, CA",10.0
2021-08-29,"HOUSTON, TX",22.0
2021-08-29,"LUBBOCK, TX",21.0
2021-08-29,"PHOENIX, AZ",36.0
2021-08-29,"AMARILLO, TX",22.0
2021-08-29,"VICTORIA, TX",9.0
2021-08-29,"JONESBORO, AR",8.0
2021-08-29,"ST JOSEPH, MO",10.0
2021-08-29,"ALEXANDRIA, LA",7.0
2021-08-29,"SAN ANGELO, TX",5.0
2021-08-29,"SHREVEPORT, LA",22.0
2021-08-29,"LITTLE ROCK, AR",17.0
2021-08-29,"PARKERSBERG, WV",11.0
2021-08-29,"SPRINGFIELD, MO",19.0
2021-08-29,"LAKE CHARLES, LA",20.0
2021-08-29,"OKLAHOMA CITY, OK",15.0
2021-08-29,"ODESSA-MIDLAND, TX",16.0
2021-08-29,"RALEIGH-DURHAM, NC",11.0
2021-08-29,"TYLER-LONGVIEW, TX",45.0
2021-08-29,"DALLAS, TX",36.0
2021-08-29,"WACO-TEMPLE, TX",15.0
2021-08-29,"ABILENE, TX",15.0
2021-08-29,"MONROE-ELDORADO, LA",8.0
2021-08-29,"CHARLESTON-HUNTINGTON, WV",47.0
2021-08-29,"GREENVILLE-NEW BERN, NC",32.0
2021-08-29,"BLUEFIELD-BECKLEY, WV",12.0
2021-08-29,"JOPLIN, MO - PITTSBURG, KS",2.0
2021-08-29,"WICHITA-HUTCHINSON, KS",0.0
2021-08-29,"CLARKSBURG-WESTON, WV",3.0
2021-08-29,"GREENWOOD-GREENVILLE, MS",5.0
2021-08-29,"COLUMBUS, OH",0.0
2021-08-29,"SPOKANE, WA",0.0
2021-08-29,"FT SMITH, AR",1.0
2021-08-29,"CLEVELAND, OH",0.0
2021-08-29,"LAS VEGAS, NV",0.0
2021-08-29,"RENO, NV",1.0
2021-08-29,"PALM SPRINGS, CA",4.0
2021-08-29,"SHERMAN-ADA, OK",1.0
2021-08-29,"LOS ANGELES, CA",1.0
2021-08-29,"MEMPHIS, TN",0.0
2021-08-29,"KANSAS CITY, MO",2.0
2021-08-29,"SACRAMENTO, CA",5.0
2021-08-29,"WICHITA FALLS, TX - LAWTON, OK",3.0
2021-08-29,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-08-29,"MONTEREY-SALINAS, CA",1.0
2021-08-29,"SAN ANTONIO, TX",0.0
2021-08-29,"LAFAYETTE, LA",1.0
2021-08-29,"FRESNO-VISALIA, CA",0.0
2021-08-29,"NEW YORK, NY",854.0
2021-08-29,No DMA,0.0
2021-08-01,"TULSA, OK",11.0
2021-08-01,"AUSTIN, TX",15.0
2021-08-01,"EUREKA, CA",10.0
2021-08-01,"HOUSTON, TX",27.0
2021-08-01,"LUBBOCK, TX",23.0
2021-08-01,"PHOENIX, AZ",36.0
2021-08-01,"AMARILLO, TX",11.0
2021-08-01,"VICTORIA, TX",4.0
2021-08-01,"JONESBORO, AR",3.0
2021-08-01,"ST JOSEPH, MO",5.0
2021-08-01,"ALEXANDRIA, LA",6.0
2021-08-01,"SAN ANGELO, TX",6.0
2021-08-01,"SHREVEPORT, LA",20.0
2021-08-01,"LITTLE ROCK, AR",11.0
2021-08-01,"PARKERSBERG, WV",9.0
2021-08-01,"SPRINGFIELD, MO",22.0
2021-08-01,"LAKE CHARLES, LA",29.0
2021-08-01,"OKLAHOMA CITY, OK",10.0
2021-08-01,"ODESSA-MIDLAND, TX",20.0
2021-08-01,"RALEIGH-DURHAM, NC",11.0
2021-08-01,"TYLER-LONGVIEW, TX",33.0
2021-08-01,"DALLAS, TX",42.0
2021-08-01,"WACO-TEMPLE, TX",10.0
2021-08-01,"ABILENE, TX",10.0
2021-08-01,"MONROE-ELDORADO, LA",3.0
2021-08-01,"CHARLESTON-HUNTINGTON, WV",30.0
2021-08-01,"GREENVILLE-NEW BERN, NC",23.0
2021-08-01,"BLUEFIELD-BECKLEY, WV",22.0
2021-08-01,"JOPLIN, MO - PITTSBURG, KS",2.0
2021-08-01,"WICHITA-HUTCHINSON, KS",0.0
2021-08-01,"CLARKSBURG-WESTON, WV",5.0
2021-08-01,"GREENWOOD-GREENVILLE, MS",3.0
2021-08-01,"COLUMBUS, OH",0.0
2021-08-01,"SPOKANE, WA",0.0
2021-08-01,"FT SMITH, AR",0.0
2021-08-01,"CLEVELAND, OH",0.0
2021-08-01,"LAS VEGAS, NV",0.0
2021-08-01,"RENO, NV",0.0
2021-08-01,"PALM SPRINGS, CA",1.0
2021-08-01,"SHERMAN-ADA, OK",3.0
2021-08-01,"LOS ANGELES, CA",2.0
2021-08-01,"MEMPHIS, TN",2.0
2021-08-01,"KANSAS CITY, MO",0.0
2021-08-01,"SACRAMENTO, CA",7.0
2021-08-01,"WICHITA FALLS, TX - LAWTON, OK",1.0
2021-08-01,"COLUMBIA-JEFFERSON CITY, MO",0.0
2021-08-01,"MONTEREY-SALINAS, CA",2.0
2021-08-01,"SAN ANTONIO, TX",0.0
2021-08-01,"LAFAYETTE, LA",1.0
2021-08-01,"FRESNO-VISALIA, CA",0.0
2021-08-01,"NEW YORK, NY",887.0
2021-08-01,No DMA,0.0
2022-01-02,"TULSA, OK",9.0
2022-01-02,"AUSTIN, TX",8.0
2022-01-02,"EUREKA, CA",16.0
2022-01-02,"HOUSTON, TX",31.0
2022-01-02,"LUBBOCK, TX",26.0
2022-01-02,"PHOENIX, AZ",36.0
2022-01-02,"AMARILLO, TX",18.0
2022-01-02,"VICTORIA, TX",11.0
2022-01-02,"JONESBORO, AR",4.0
2022-01-02,"ST JOSEPH, MO",6.0
2022-01-02,"ALEXANDRIA, LA",19.0
2022-01-02,"SAN ANGELO, TX",7.0
2022-01-02,"SHREVEPORT, LA",16.0
2022-01-02,"LITTLE ROCK, AR",13.0
2022-01-02,"PARKERSBERG, WV",8.0
2022-01-02,"SPRINGFIELD, MO",22.0
2022-01-02,"LAKE CHARLES, LA",27.0
2022-01-02,"OKLAHOMA CITY, OK",13.0
2022-01-02,"ODESSA-MIDLAND, TX",18.0
2022-01-02,"RALEIGH-DURHAM, NC",17.0
2022-01-02,"TYLER-LONGVIEW, TX",45.0
2022-01-02,"DALLAS, TX",35.0
2022-01-02,"WACO-TEMPLE, TX",11.0
2022-01-02,"ABILENE, TX",15.0
2022-01-02,"MONROE-ELDORADO, LA",10.0
2022-01-02,"CHARLESTON-HUNTINGTON, WV",29.0
2022-01-02,"GREENVILLE-NEW BERN, NC",35.0
2022-01-02,"BLUEFIELD-BECKLEY, WV",15.0
2022-01-02,"JOPLIN, MO - PITTSBURG, KS",2.0
2022-01-02,"WICHITA-HUTCHINSON, KS",0.0
2022-01-02,"CLARKSBURG-WESTON, WV",1.0
2022-01-02,"GREENWOOD-GREENVILLE, MS",7.0
2022-01-02,"COLUMBUS, OH",0.0
2022-01-02,"SPOKANE, WA",1.0
2022-01-02,"FT SMITH, AR",2.0
2022-01-02,"CLEVELAND, OH",0.0
2022-01-02,"LAS VEGAS, NV",2.0
2022-01-02,"RENO, NV",1.0
2022-01-02,"PALM SPRINGS, CA",1.0
2022-01-02,"SHERMAN-ADA, OK",1.0
2022-01-02,"LOS ANGELES, CA",2.0
2022-01-02,"MEMPHIS, TN",2.0
2022-01-02,"KANSAS CITY, MO",0.0
2022-01-02,"SACRAMENTO, CA",6.0
2022-01-02,"WICHITA FALLS, TX - LAWTON, OK",1.0
2022-01-02,"COLUMBIA-JEFFERSON CITY, MO",0.0
2022-01-02,"MONTEREY-SALINAS, CA",0.0
2022-01-02,"SAN ANTONIO, TX",0.0
2022-01-02,"LAFAYETTE, LA",2.0
2022-01-02,"FRESNO-VISALIA, CA",0.0
2022-01-02,"NEW YORK, NY",915.0
2022-01-02,No DMA,0.0
2021-11-14,"TULSA, OK",7.0
2021-11-14,"AUSTIN, TX",21.0
2021-11-14,"EUREKA, CA",7.0
2021-11-14,"HOUSTON, TX",19.0
2021-11-14,"LUBBOCK, TX",18.0
2021-11-14,"PHOENIX, AZ",49.0
2021-11-14,"AMARILLO, TX",18.0
2021-11-14,"VICTORIA, TX",8.0
2021-11-14,"JONESBORO, AR",17.0
2021-11-14,"ST JOSEPH, MO",3.0
2021-11-14,"ALEXANDRIA, LA",21.0
2021-11-14,"SAN ANGELO, TX",17.0
2021-11-14,"SHREVEPORT, LA",18.0
2021-11-14,"LITTLE ROCK, AR",16.0
2021-11-14,"PARKERSBERG, WV",6.0
2021-11-14,"SPRINGFIELD, MO",13.0
2021-11-14,"LAKE CHARLES, LA",7.0
2021-11-14,"OKLAHOMA CITY, OK",19.0
2021-11-14,"ODESSA-MIDLAND, TX",8.0
2021-11-14,"RALEIGH-DURHAM, NC",12.0
2021-11-14,"TYLER-LONGVIEW, TX",43.0
2021-11-14,"DALLAS, TX",32.0
2021-11-14,"WACO-TEMPLE, TX",8.0
2021-11-14,"ABILENE, TX",17.0
2021-11-14,"MONROE-ELDORADO, LA",11.0
2021-11-14,"CHARLESTON-HUNTINGTON, WV",38.0
2021-11-14,"GREENVILLE-NEW BERN, NC",37.0
2021-11-14,"BLUEFIELD-BECKLEY, WV",19.0
2021-11-14,"JOPLIN, MO - PITTSBURG, KS",0.0
2021-11-14,"WICHITA-HUTCHINSON, KS",0.0
2021-11-14,"CLARKSBURG-WESTON, WV",1.0
2021-11-14,"GREENWOOD-GREENVILLE, MS",10.0
2021-11-14,"COLUMBUS, OH",0.0
2021-11-14,"SPOKANE, WA",0.0
2021-11-14,"FT SMITH, AR",1.0
2021-11-14,"CLEVELAND, OH",0.0
2021-11-14,"LAS VEGAS, NV",1.0
2021-11-14,"RENO, NV",3.0
2021-11-14,"PALM SPRINGS, CA",2.0
2021-11-14,"SHERMAN-ADA, OK",1.0
2021-11-14,"LOS ANGELES, CA",0.0
2021-11-14,"MEMPHIS, TN",1.0
2021-11-14,"KANSAS CITY, MO",0.0
2021-11-14,"SACRAMENTO, CA",6.0
2021-11-14,"WICHITA FALLS, TX - LAWTON, OK",5.0
2021-11-14,"COLUMBIA-JEFFERSON CITY, MO",1.0
2021-11-14,"MONTEREY-SALINAS, CA",0.0
2021-11-14,"SAN ANTONIO, TX",0.0
2021-11-14,"LAFAYETTE, LA",1.0
2021-11-14,"FRESNO-VISALIA, CA",0.0
2021-11-14,"NEW YORK, NY",1019.0
2021-11-14,No DMA,0.0
2021-10-24,"TULSA, OK",7.0
2021-10-24,"AUSTIN, TX",12.0
2021-10-24,"EUREKA, CA",16.0
2021-10-24,"HOUSTON, TX",21.0
2021-10-24,"LUBBOCK, TX",36.0
2021-10-24,"PHOENIX, AZ",34.0
2021-10-24,"AMARILLO, TX",26.0
2021-10-24,"VICTORIA, TX",8.0
2021-10-24,"JONESBORO, AR",16.0
2021-10-24,"ST JOSEPH, MO",5.0
2021-10-24,"ALEXANDRIA, LA",18.0
2021-10-24,"SAN ANGELO, TX",11.0
2021-10-24,"SHREVEPORT, LA",18.0
2021-10-24,"LITTLE ROCK, AR",14.0
2021-10-24,"PARKERSBERG, WV",4.0
2021-10-24,"SPRINGFIELD, MO",13.0
2021-10-24,"LAKE CHARLES, LA",19.0
2021-10-24,"OKLAHOMA CITY, OK",14.0
2021-10-24,"ODESSA-MIDLAND, TX",20.0
2021-10-24,"RALEIGH-DURHAM, NC",24.0
2021-10-24,"TYLER-LONGVIEW, TX",80.0
