"brand","dma","period","gross_add"
"Suddenlink","LUBBOCK, TX",2016-05-08,33
"Suddenlink","LUBBOCK, TX",2016-05-15,25
"Suddenlink","LUBBOCK, TX",2016-05-22,27
"Suddenlink","LUBBOCK, TX",2016-05-29,18
"Suddenlink","LUBBOCK, TX",2016-06-05,20
"Suddenlink","LUBBOCK, TX",2016-06-12,21
"Suddenlink","LUBBOCK, TX",2016-06-19,29
"Suddenlink","LUBBOCK, TX",2016-06-26,27
"Suddenlink","LUBBOCK, TX",2016-07-03,25
"Suddenlink","LUBBOCK, TX",2016-07-10,19
"Suddenlink","LUBBOCK, TX",2016-07-17,25
"Suddenlink","LUBBOCK, TX",2016-07-24,27
"Suddenlink","LUBBOCK, TX",2016-07-31,22
"Suddenlink","LUBBOCK, TX",2016-08-07,23
"Suddenlink","LUBBOCK, TX",2016-08-14,20
"Suddenlink","LUBBOCK, TX",2016-08-21,30
"Suddenlink","LUBBOCK, TX",2016-08-28,19
"Suddenlink","LUBBOCK, TX",2016-09-04,12
"Suddenlink","LUBBOCK, TX",2016-09-11,16
"Suddenlink","LUBBOCK, TX",2016-09-18,22
"Suddenlink","LUBBOCK, TX",2016-09-25,26
"Suddenlink","LUBBOCK, TX",2016-10-02,24
"Suddenlink","LUBBOCK, TX",2016-10-09,17
"Suddenlink","LUBBOCK, TX",2016-10-16,19
"Suddenlink","LUBBOCK, TX",2016-10-23,21
"Suddenlink","LUBBOCK, TX",2016-10-30,23
"Suddenlink","LUBBOCK, TX",2016-11-06,14
"Suddenlink","LUBBOCK, TX",2016-11-13,17
"Suddenlink","LUBBOCK, TX",2016-11-20,11
"Suddenlink","LUBBOCK, TX",2016-11-27,20
"Suddenlink","LUBBOCK, TX",2016-12-04,21
"Suddenlink","LUBBOCK, TX",2016-12-11,21
"Suddenlink","LUBBOCK, TX",2016-12-18,17
"Suddenlink","LUBBOCK, TX",2016-12-25,16
"Suddenlink","LUBBOCK, TX",2017-01-01,20
"Suddenlink","LUBBOCK, TX",2017-01-08,24
"Suddenlink","LUBBOCK, TX",2017-01-15,17
"Suddenlink","LUBBOCK, TX",2017-01-22,20
"Suddenlink","LUBBOCK, TX",2017-01-29,21
"Suddenlink","LUBBOCK, TX",2017-02-05,19
"Suddenlink","LUBBOCK, TX",2017-02-12,19
"Suddenlink","LUBBOCK, TX",2017-02-19,13
"Suddenlink","LUBBOCK, TX",2017-02-26,29
"Suddenlink","LUBBOCK, TX",2017-03-05,23
"Suddenlink","LUBBOCK, TX",2017-03-12,17
"Suddenlink","LUBBOCK, TX",2017-03-19,15
"Suddenlink","LUBBOCK, TX",2017-03-26,17
"Suddenlink","LUBBOCK, TX",2017-04-02,24
"Suddenlink","LUBBOCK, TX",2017-04-09,13
"Suddenlink","LUBBOCK, TX",2017-04-16,17
"Suddenlink","LUBBOCK, TX",2017-04-23,17
"Suddenlink","LUBBOCK, TX",2017-04-30,19
"Suddenlink","LUBBOCK, TX",2017-05-07,21
"Suddenlink","LUBBOCK, TX",2017-05-14,23
"Suddenlink","LUBBOCK, TX",2017-05-21,13
"Suddenlink","LUBBOCK, TX",2017-05-28,24
"Suddenlink","LUBBOCK, TX",2017-06-04,16
"Suddenlink","LUBBOCK, TX",2017-06-11,21
"Suddenlink","LUBBOCK, TX",2017-06-18,13
"Suddenlink","LUBBOCK, TX",2017-06-25,25
"Suddenlink","LUBBOCK, TX",2017-07-02,19
"Suddenlink","LUBBOCK, TX",2017-07-09,11
"Suddenlink","LUBBOCK, TX",2017-07-16,19
"Suddenlink","LUBBOCK, TX",2017-07-23,15
"Suddenlink","LUBBOCK, TX",2017-07-30,28
"Suddenlink","LUBBOCK, TX",2017-08-06,22
"Suddenlink","LUBBOCK, TX",2017-08-13,15
"Suddenlink","LUBBOCK, TX",2017-08-20,28
"Suddenlink","LUBBOCK, TX",2017-08-27,19
"Suddenlink","LUBBOCK, TX",2017-09-03,15
"Suddenlink","LUBBOCK, TX",2017-09-10,27
"Suddenlink","LUBBOCK, TX",2017-09-17,20
"Suddenlink","LUBBOCK, TX",2017-09-24,25
"Suddenlink","LUBBOCK, TX",2017-10-01,6
"Suddenlink","LUBBOCK, TX",2017-10-08,8
"Suddenlink","LUBBOCK, TX",2017-10-15,18
"Suddenlink","LUBBOCK, TX",2017-10-22,23
"Suddenlink","LUBBOCK, TX",2017-10-29,16
"Suddenlink","LUBBOCK, TX",2017-11-05,21
"Suddenlink","LUBBOCK, TX",2017-11-12,17
"Suddenlink","LUBBOCK, TX",2017-11-19,6
"Suddenlink","LUBBOCK, TX",2017-11-26,20
"Suddenlink","LUBBOCK, TX",2017-12-03,26
"Suddenlink","LUBBOCK, TX",2017-12-10,13
"Suddenlink","LUBBOCK, TX",2017-12-17,20
"Suddenlink","LUBBOCK, TX",2017-12-24,11
"Suddenlink","LUBBOCK, TX",2017-12-31,11
"Suddenlink","LUBBOCK, TX",2018-01-07,20
"Suddenlink","LUBBOCK, TX",2018-01-14,21
"Suddenlink","LUBBOCK, TX",2018-01-21,30
"Suddenlink","LUBBOCK, TX",2018-01-28,16
"Suddenlink","LUBBOCK, TX",2018-02-04,14
"Suddenlink","LUBBOCK, TX",2018-02-11,16
"Suddenlink","LUBBOCK, TX",2018-02-18,15
"Suddenlink","LUBBOCK, TX",2018-02-25,23
"Suddenlink","LUBBOCK, TX",2018-03-04,20
"Suddenlink","LUBBOCK, TX",2018-03-11,12
"Suddenlink","LUBBOCK, TX",2018-03-18,20
"Suddenlink","LUBBOCK, TX",2018-03-25,21
"Suddenlink","LUBBOCK, TX",2018-04-01,21
"Suddenlink","LUBBOCK, TX",2018-04-08,26
"Suddenlink","LUBBOCK, TX",2018-04-15,34
"Suddenlink","LUBBOCK, TX",2018-04-22,19
"Suddenlink","LUBBOCK, TX",2018-04-29,20
"Suddenlink","LUBBOCK, TX",2018-05-06,16
"Suddenlink","LUBBOCK, TX",2018-05-13,26
"Suddenlink","LUBBOCK, TX",2018-05-20,21
"Suddenlink","LUBBOCK, TX",2018-05-27,23
"Suddenlink","LUBBOCK, TX",2018-06-03,22
"Suddenlink","LUBBOCK, TX",2018-06-10,31
"Suddenlink","LUBBOCK, TX",2018-06-17,21
"Suddenlink","LUBBOCK, TX",2018-06-24,20
"Suddenlink","LUBBOCK, TX",2018-07-01,14
"Suddenlink","LUBBOCK, TX",2018-07-08,35
"Suddenlink","LUBBOCK, TX",2018-07-15,22
"Suddenlink","LUBBOCK, TX",2018-07-22,15
"Suddenlink","LUBBOCK, TX",2018-07-29,18
"Suddenlink","LUBBOCK, TX",2018-08-05,20
"Suddenlink","LUBBOCK, TX",2018-08-12,25
"Suddenlink","LUBBOCK, TX",2018-08-19,19
"Suddenlink","LUBBOCK, TX",2018-08-26,28
"Suddenlink","LUBBOCK, TX",2018-09-02,18
"Suddenlink","LUBBOCK, TX",2018-09-09,17
"Suddenlink","LUBBOCK, TX",2018-09-16,14
"Suddenlink","LUBBOCK, TX",2018-09-23,27
"Suddenlink","LUBBOCK, TX",2018-09-30,17
"Suddenlink","LUBBOCK, TX",2018-10-07,22
"Suddenlink","LUBBOCK, TX",2018-10-14,27
"Suddenlink","LUBBOCK, TX",2018-10-21,9
"Suddenlink","LUBBOCK, TX",2018-10-28,15
"Suddenlink","LUBBOCK, TX",2018-11-04,12
"Suddenlink","LUBBOCK, TX",2018-11-11,13
"Suddenlink","LUBBOCK, TX",2018-11-18,5
"Suddenlink","LUBBOCK, TX",2018-11-25,16
"Suddenlink","LUBBOCK, TX",2018-12-02,26
"Suddenlink","LUBBOCK, TX",2018-12-09,8
"Suddenlink","LUBBOCK, TX",2018-12-16,18
"Suddenlink","LUBBOCK, TX",2018-12-23,11
"Suddenlink","LUBBOCK, TX",2018-12-30,12
"Suddenlink","LUBBOCK, TX",2019-01-06,18
"Suddenlink","LUBBOCK, TX",2019-01-13,18
"Suddenlink","LUBBOCK, TX",2019-01-20,19
"Suddenlink","LUBBOCK, TX",2019-01-27,20
"Suddenlink","LUBBOCK, TX",2019-02-03,22
"Suddenlink","LUBBOCK, TX",2019-02-10,14
"Suddenlink","LUBBOCK, TX",2019-02-17,10
"Suddenlink","LUBBOCK, TX",2019-02-24,19
"Suddenlink","LUBBOCK, TX",2019-03-03,27
"Suddenlink","LUBBOCK, TX",2019-03-10,13
"Suddenlink","LUBBOCK, TX",2019-03-17,23
"Suddenlink","LUBBOCK, TX",2019-03-24,32
"Suddenlink","LUBBOCK, TX",2019-03-31,22
"Suddenlink","LUBBOCK, TX",2019-04-07,19
"Suddenlink","LUBBOCK, TX",2019-04-14,23
"Suddenlink","LUBBOCK, TX",2019-04-21,9
"Suddenlink","LUBBOCK, TX",2019-04-28,26
"Suddenlink","LUBBOCK, TX",2019-05-05,25
"Suddenlink","LUBBOCK, TX",2019-05-12,15
"Suddenlink","LUBBOCK, TX",2019-05-19,16
"Suddenlink","LUBBOCK, TX",2019-05-26,22
"Suddenlink","LUBBOCK, TX",2019-06-02,14
"Suddenlink","LUBBOCK, TX",2019-06-09,14
"Suddenlink","LUBBOCK, TX",2019-06-16,18
"Suddenlink","LUBBOCK, TX",2019-06-23,20
"Suddenlink","LUBBOCK, TX",2019-06-30,19
"Suddenlink","LUBBOCK, TX",2019-07-07,15
"Suddenlink","LUBBOCK, TX",2019-07-14,20
"Suddenlink","LUBBOCK, TX",2019-07-21,18
"Suddenlink","LUBBOCK, TX",2019-07-28,18
"Suddenlink","LUBBOCK, TX",2019-08-04,15
"Suddenlink","LUBBOCK, TX",2019-08-11,22
"Suddenlink","LUBBOCK, TX",2019-08-18,14
"Suddenlink","LUBBOCK, TX",2019-08-25,31
"Suddenlink","LUBBOCK, TX",2019-09-01,20
"Suddenlink","LUBBOCK, TX",2019-09-08,18
"Suddenlink","LUBBOCK, TX",2019-09-15,15
"Suddenlink","LUBBOCK, TX",2019-09-22,20
"Suddenlink","LUBBOCK, TX",2019-09-29,19
"Suddenlink","LUBBOCK, TX",2019-10-06,20
"Suddenlink","LUBBOCK, TX",2019-10-13,15
"Suddenlink","LUBBOCK, TX",2019-10-20,18
"Suddenlink","LUBBOCK, TX",2019-10-27,16
"Suddenlink","LUBBOCK, TX",2019-11-03,21
"Suddenlink","LUBBOCK, TX",2019-11-10,19
"Suddenlink","LUBBOCK, TX",2019-11-17,17
"Suddenlink","LUBBOCK, TX",2019-11-24,6
"Suddenlink","LUBBOCK, TX",2019-12-01,12
"Suddenlink","LUBBOCK, TX",2019-12-08,12
"Suddenlink","LUBBOCK, TX",2019-12-15,22
"Suddenlink","LUBBOCK, TX",2019-12-22,5
"Suddenlink","LUBBOCK, TX",2019-12-29,10
"Suddenlink","LUBBOCK, TX",2020-01-05,10
"Suddenlink","LUBBOCK, TX",2020-01-12,21
"Suddenlink","LUBBOCK, TX",2020-01-19,20
"Suddenlink","LUBBOCK, TX",2020-01-26,18
"Suddenlink","LUBBOCK, TX",2020-02-02,13
"Suddenlink","LUBBOCK, TX",2020-02-09,21
"Suddenlink","LUBBOCK, TX",2020-02-16,14
"Suddenlink","LUBBOCK, TX",2020-02-23,19
"Suddenlink","LUBBOCK, TX",2020-03-01,19
"Suddenlink","LUBBOCK, TX",2020-03-08,11
"Suddenlink","LUBBOCK, TX",2020-03-15,20
"Suddenlink","LUBBOCK, TX",2020-03-22,7
"Suddenlink","LUBBOCK, TX",2020-03-29,14
"Suddenlink","LUBBOCK, TX",2020-04-05,5
"Suddenlink","LUBBOCK, TX",2020-04-12,8
"Suddenlink","LUBBOCK, TX",2020-04-19,12
"Suddenlink","LUBBOCK, TX",2020-04-26,10
"Suddenlink","LUBBOCK, TX",2020-05-03,8
"Suddenlink","LUBBOCK, TX",2020-05-10,16
"Suddenlink","LUBBOCK, TX",2020-05-17,10
"Suddenlink","LUBBOCK, TX",2020-05-24,17
"Suddenlink","LUBBOCK, TX",2020-05-31,18
"Suddenlink","LUBBOCK, TX",2020-06-07,14
"Suddenlink","LUBBOCK, TX",2020-06-14,17
"Suddenlink","LUBBOCK, TX",2020-06-21,20
"Suddenlink","LUBBOCK, TX",2020-06-28,16
"Suddenlink","LUBBOCK, TX",2020-07-05,17
"Suddenlink","LUBBOCK, TX",2020-07-12,9
"Suddenlink","LUBBOCK, TX",2020-07-19,16
"Suddenlink","LUBBOCK, TX",2020-07-26,24
"Suddenlink","LUBBOCK, TX",2020-08-02,24
"Suddenlink","LUBBOCK, TX",2020-08-09,18
"Suddenlink","LUBBOCK, TX",2020-08-16,24
"Suddenlink","LUBBOCK, TX",2020-08-23,15
"Suddenlink","LUBBOCK, TX",2020-08-30,20
"Suddenlink","LUBBOCK, TX",2020-09-06,21
"Suddenlink","LUBBOCK, TX",2020-09-13,21
"Suddenlink","LUBBOCK, TX",2020-09-20,30
"Suddenlink","LUBBOCK, TX",2020-09-27,14
"Suddenlink","LUBBOCK, TX",2020-10-04,13
"Suddenlink","LUBBOCK, TX",2020-10-11,12
"Suddenlink","LUBBOCK, TX",2020-10-18,11
"Suddenlink","LUBBOCK, TX",2020-10-25,8
"Suddenlink","LUBBOCK, TX",2020-11-01,15
"Suddenlink","LUBBOCK, TX",2020-11-08,11
"Suddenlink","LUBBOCK, TX",2020-11-15,12
"Suddenlink","LUBBOCK, TX",2020-11-22,13
"Suddenlink","LUBBOCK, TX",2020-11-29,14
"Suddenlink","LUBBOCK, TX",2020-12-06,16
"Suddenlink","LUBBOCK, TX",2020-12-13,16
"Suddenlink","LUBBOCK, TX",2020-12-20,14
"Suddenlink","LUBBOCK, TX",2020-12-27,11
"Suddenlink","LUBBOCK, TX",2021-01-03,4
"Suddenlink","LUBBOCK, TX",2021-01-10,10
"Suddenlink","LUBBOCK, TX",2021-01-17,9
"Suddenlink","LUBBOCK, TX",2021-01-24,12
"Suddenlink","LUBBOCK, TX",2021-01-31,26
"Suddenlink","LUBBOCK, TX",2021-02-07,9
"Suddenlink","LUBBOCK, TX",2021-02-14,7
"Suddenlink","LUBBOCK, TX",2021-02-21,26
"Suddenlink","LUBBOCK, TX",2021-02-28,15
"Suddenlink","LUBBOCK, TX",2021-03-07,21
"Suddenlink","LUBBOCK, TX",2021-03-14,12
"Suddenlink","LUBBOCK, TX",2021-03-21,10
"Suddenlink","LUBBOCK, TX",2021-03-28,13
"Suddenlink","LUBBOCK, TX",2021-04-04,19
"Suddenlink","LUBBOCK, TX",2021-04-11,19
"Suddenlink","LUBBOCK, TX",2021-04-18,20
"Suddenlink","LUBBOCK, TX",2021-04-25,20
"Suddenlink","LUBBOCK, TX",2021-05-02,23
"Suddenlink","LUBBOCK, TX",2021-05-09,29
"Suddenlink","LUBBOCK, TX",2021-05-16,20
"Suddenlink","LUBBOCK, TX",2021-05-23,29
"Suddenlink","LUBBOCK, TX",2021-05-30,14
"Suddenlink","LUBBOCK, TX",2021-06-06,14
"Suddenlink","LUBBOCK, TX",2021-06-13,19
"Suddenlink","LUBBOCK, TX",2021-06-20,21
"Suddenlink","LUBBOCK, TX",2021-06-27,26
"Suddenlink","LUBBOCK, TX",2021-07-04,15
"Suddenlink","LUBBOCK, TX",2021-07-11,15
"Suddenlink","LUBBOCK, TX",2021-07-18,18
"Suddenlink","LUBBOCK, TX",2021-07-25,20
"Suddenlink","LUBBOCK, TX",2021-08-01,16
"Suddenlink","LUBBOCK, TX",2021-08-08,10
"Suddenlink","LUBBOCK, TX",2021-08-15,22
"Suddenlink","LUBBOCK, TX",2021-08-22,28
"Suddenlink","LUBBOCK, TX",2021-08-29,18
"Suddenlink","LUBBOCK, TX",2021-09-05,13
"Suddenlink","LUBBOCK, TX",2021-09-12,14
"Suddenlink","LUBBOCK, TX",2021-09-19,27
"Suddenlink","MONROE-ELDORADO, LA",2016-01-03,11
"Suddenlink","MONROE-ELDORADO, LA",2016-01-10,11
"Suddenlink","MONROE-ELDORADO, LA",2016-01-17,5
"Suddenlink","MONROE-ELDORADO, LA",2016-01-24,5
"Suddenlink","MONROE-ELDORADO, LA",2016-01-31,9
"Suddenlink","MONROE-ELDORADO, LA",2016-02-07,4
"Suddenlink","MONROE-ELDORADO, LA",2016-02-14,4
"Suddenlink","MONROE-ELDORADO, LA",2016-02-21,13
"Suddenlink","MONROE-ELDORADO, LA",2016-02-28,10
"Suddenlink","MONROE-ELDORADO, LA",2016-03-06,8
"Suddenlink","MONROE-ELDORADO, LA",2016-03-13,6
"Suddenlink","MONROE-ELDORADO, LA",2016-03-20,15
"Suddenlink","MONROE-ELDORADO, LA",2016-03-27,9
"Suddenlink","MONROE-ELDORADO, LA",2016-04-03,8
"Suddenlink","MONROE-ELDORADO, LA",2016-04-10,5
"Suddenlink","MONROE-ELDORADO, LA",2016-04-17,7
"Suddenlink","MONROE-ELDORADO, LA",2016-04-24,11
"Suddenlink","MONROE-ELDORADO, LA",2016-05-01,8
"Suddenlink","MONROE-ELDORADO, LA",2016-05-08,4
"Suddenlink","MONROE-ELDORADO, LA",2016-05-15,6
"Suddenlink","MONROE-ELDORADO, LA",2016-05-22,12
"Suddenlink","MONROE-ELDORADO, LA",2016-05-29,2
"Suddenlink","MONROE-ELDORADO, LA",2016-06-05,7
"Suddenlink","MONROE-ELDORADO, LA",2016-06-12,10
"Suddenlink","MONROE-ELDORADO, LA",2016-06-19,5
"Suddenlink","MONROE-ELDORADO, LA",2016-06-26,9
"Suddenlink","MONROE-ELDORADO, LA",2016-07-03,8
"Suddenlink","MONROE-ELDORADO, LA",2016-07-10,6
"Suddenlink","MONROE-ELDORADO, LA",2016-07-17,15
"Suddenlink","MONROE-ELDORADO, LA",2016-07-24,7
"Suddenlink","MONROE-ELDORADO, LA",2016-07-31,9
"Suddenlink","MONROE-ELDORADO, LA",2016-08-07,6
"Suddenlink","MONROE-ELDORADO, LA",2016-08-14,4
"Suddenlink","MONROE-ELDORADO, LA",2016-08-21,2
"Suddenlink","MONROE-ELDORADO, LA",2016-08-28,8
"Suddenlink","MONROE-ELDORADO, LA",2016-09-04,7
"Suddenlink","MONROE-ELDORADO, LA",2016-09-11,6
"Suddenlink","MONROE-ELDORADO, LA",2016-09-18,10
"Suddenlink","MONROE-ELDORADO, LA",2016-09-25,15
"Suddenlink","MONROE-ELDORADO, LA",2016-10-02,6
"Suddenlink","MONROE-ELDORADO, LA",2016-10-09,8
"Suddenlink","MONROE-ELDORADO, LA",2016-10-16,6
"Suddenlink","MONROE-ELDORADO, LA",2016-10-23,13
"Suddenlink","MONROE-ELDORADO, LA",2016-10-30,8
"Suddenlink","MONROE-ELDORADO, LA",2016-11-06,20
"Suddenlink","MONROE-ELDORADO, LA",2016-11-13,11
"Suddenlink","MONROE-ELDORADO, LA",2016-11-20,1
"Suddenlink","MONROE-ELDORADO, LA",2016-11-27,2
"Suddenlink","MONROE-ELDORADO, LA",2016-12-04,7
"Suddenlink","MONROE-ELDORADO, LA",2016-12-11,7
"Suddenlink","MONROE-ELDORADO, LA",2016-12-18,6
"Suddenlink","MONROE-ELDORADO, LA",2016-12-25,7
"Suddenlink","MONROE-ELDORADO, LA",2017-01-01,9
"Suddenlink","MONROE-ELDORADO, LA",2017-01-08,14
"Suddenlink","MONROE-ELDORADO, LA",2017-01-15,11
"Suddenlink","MONROE-ELDORADO, LA",2017-01-22,6
"Suddenlink","MONROE-ELDORADO, LA",2017-01-29,8
"Suddenlink","MONROE-ELDORADO, LA",2017-02-05,6
"Suddenlink","MONROE-ELDORADO, LA",2017-02-12,7
"Suddenlink","MONROE-ELDORADO, LA",2017-02-19,3
"Suddenlink","MONROE-ELDORADO, LA",2017-02-26,10
"Suddenlink","MONROE-ELDORADO, LA",2017-03-05,7
"Suddenlink","MONROE-ELDORADO, LA",2017-03-12,5
"Suddenlink","MONROE-ELDORADO, LA",2017-03-19,4
"Suddenlink","MONROE-ELDORADO, LA",2017-03-26,9
"Suddenlink","MONROE-ELDORADO, LA",2017-04-02,8
"Suddenlink","MONROE-ELDORADO, LA",2017-04-09,2
"Suddenlink","MONROE-ELDORADO, LA",2017-04-16,3
"Suddenlink","MONROE-ELDORADO, LA",2017-04-23,5
"Suddenlink","MONROE-ELDORADO, LA",2017-04-30,1
"Suddenlink","MONROE-ELDORADO, LA",2017-05-07,9
"Suddenlink","MONROE-ELDORADO, LA",2017-05-14,4
"Suddenlink","MONROE-ELDORADO, LA",2017-05-21,5
"Suddenlink","MONROE-ELDORADO, LA",2017-05-28,6
"Suddenlink","MONROE-ELDORADO, LA",2017-06-04,9
"Suddenlink","MONROE-ELDORADO, LA",2017-06-11,1
"Suddenlink","MONROE-ELDORADO, LA",2017-06-18,6
"Suddenlink","MONROE-ELDORADO, LA",2017-06-25,6
"Suddenlink","MONROE-ELDORADO, LA",2017-07-02,3
"Suddenlink","MONROE-ELDORADO, LA",2017-07-09,8
"Suddenlink","MONROE-ELDORADO, LA",2017-07-16,14
"Suddenlink","MONROE-ELDORADO, LA",2017-07-23,4
"Suddenlink","MONROE-ELDORADO, LA",2017-07-30,7
"Suddenlink","MONROE-ELDORADO, LA",2017-08-06,5
"Suddenlink","MONROE-ELDORADO, LA",2017-08-13,5
"Suddenlink","MONROE-ELDORADO, LA",2017-08-20,3
"Suddenlink","MONROE-ELDORADO, LA",2017-08-27,3
"Suddenlink","MONROE-ELDORADO, LA",2017-09-03,4
"Suddenlink","MONROE-ELDORADO, LA",2017-09-10,6
"Suddenlink","MONROE-ELDORADO, LA",2017-09-17,13
"Suddenlink","MONROE-ELDORADO, LA",2017-09-24,8
"Suddenlink","MONROE-ELDORADO, LA",2017-10-01,10
"Suddenlink","MONROE-ELDORADO, LA",2017-10-08,8
"Suddenlink","MONROE-ELDORADO, LA",2017-10-15,6
"Suddenlink","MONROE-ELDORADO, LA",2017-10-22,4
"Suddenlink","MONROE-ELDORADO, LA",2017-10-29,9
"Suddenlink","MONROE-ELDORADO, LA",2017-11-05,5
"Suddenlink","MONROE-ELDORADO, LA",2017-11-12,4
"Suddenlink","MONROE-ELDORADO, LA",2017-11-19,1
"Suddenlink","MONROE-ELDORADO, LA",2017-11-26,7
"Suddenlink","MONROE-ELDORADO, LA",2017-12-03,7
"Suddenlink","MONROE-ELDORADO, LA",2017-12-10,4
"Suddenlink","MONROE-ELDORADO, LA",2017-12-17,3
"Suddenlink","MONROE-ELDORADO, LA",2017-12-24,1
"Suddenlink","MONROE-ELDORADO, LA",2017-12-31,7
"Suddenlink","MONROE-ELDORADO, LA",2018-01-07,5
"Suddenlink","MONROE-ELDORADO, LA",2018-01-14,6
"Suddenlink","MONROE-ELDORADO, LA",2018-01-21,9
"Suddenlink","MONROE-ELDORADO, LA",2018-01-28,8
"Suddenlink","MONROE-ELDORADO, LA",2018-02-04,3
"Suddenlink","MONROE-ELDORADO, LA",2018-02-11,6
"Suddenlink","MONROE-ELDORADO, LA",2018-02-18,7
"Suddenlink","MONROE-ELDORADO, LA",2018-02-25,4
"Suddenlink","MONROE-ELDORADO, LA",2018-03-04,6
"Suddenlink","MONROE-ELDORADO, LA",2018-03-11,7
"Suddenlink","MONROE-ELDORADO, LA",2018-03-18,7
"Suddenlink","MONROE-ELDORADO, LA",2018-03-25,9
"Suddenlink","MONROE-ELDORADO, LA",2018-04-01,5
"Suddenlink","MONROE-ELDORADO, LA",2018-04-08,4
"Suddenlink","MONROE-ELDORADO, LA",2018-04-15,3
"Suddenlink","MONROE-ELDORADO, LA",2018-04-22,1
"Suddenlink","MONROE-ELDORADO, LA",2018-04-29,7
"Suddenlink","MONROE-ELDORADO, LA",2018-05-06,5
"Suddenlink","MONROE-ELDORADO, LA",2018-05-13,6
"Suddenlink","MONROE-ELDORADO, LA",2018-05-20,5
"Suddenlink","MONROE-ELDORADO, LA",2018-05-27,6
"Suddenlink","MONROE-ELDORADO, LA",2018-06-03,8
"Suddenlink","MONROE-ELDORADO, LA",2018-06-10,9
"Suddenlink","MONROE-ELDORADO, LA",2018-06-17,2
"Suddenlink","MONROE-ELDORADO, LA",2018-06-24,6
"Suddenlink","MONROE-ELDORADO, LA",2018-07-01,4
"Suddenlink","MONROE-ELDORADO, LA",2018-07-08,11
"Suddenlink","MONROE-ELDORADO, LA",2018-07-15,9
"Suddenlink","MONROE-ELDORADO, LA",2018-07-22,2
"Suddenlink","MONROE-ELDORADO, LA",2018-07-29,6
"Suddenlink","MONROE-ELDORADO, LA",2018-08-05,9
"Suddenlink","MONROE-ELDORADO, LA",2018-08-12,6
"Suddenlink","MONROE-ELDORADO, LA",2018-08-19,4
"Suddenlink","MONROE-ELDORADO, LA",2018-08-26,7
"Suddenlink","MONROE-ELDORADO, LA",2018-09-02,9
"Suddenlink","MONROE-ELDORADO, LA",2018-09-09,3
"Suddenlink","MONROE-ELDORADO, LA",2018-09-16,9
"Suddenlink","MONROE-ELDORADO, LA",2018-09-23,5
"Suddenlink","MONROE-ELDORADO, LA",2018-09-30,6
"Suddenlink","MONROE-ELDORADO, LA",2018-10-07,12
"Suddenlink","MONROE-ELDORADO, LA",2018-10-14,7
"Suddenlink","MONROE-ELDORADO, LA",2018-10-21,5
"Suddenlink","MONROE-ELDORADO, LA",2018-10-28,7
"Suddenlink","MONROE-ELDORADO, LA",2018-11-04,13
"Suddenlink","MONROE-ELDORADO, LA",2018-11-11,3
"Suddenlink","MONROE-ELDORADO, LA",2018-11-18,4
"Suddenlink","MONROE-ELDORADO, LA",2018-11-25,10
"Suddenlink","MONROE-ELDORADO, LA",2018-12-02,7
"Suddenlink","MONROE-ELDORADO, LA",2018-12-09,7
"Suddenlink","MONROE-ELDORADO, LA",2018-12-16,6
"Suddenlink","MONROE-ELDORADO, LA",2018-12-23,2
"Suddenlink","MONROE-ELDORADO, LA",2018-12-30,5
"Suddenlink","MONROE-ELDORADO, LA",2019-01-06,11
"Suddenlink","MONROE-ELDORADO, LA",2019-01-13,6
"Suddenlink","MONROE-ELDORADO, LA",2019-01-20,7
"Suddenlink","MONROE-ELDORADO, LA",2019-01-27,11
"Suddenlink","MONROE-ELDORADO, LA",2019-02-03,5
"Suddenlink","MONROE-ELDORADO, LA",2019-02-10,6
"Suddenlink","MONROE-ELDORADO, LA",2019-02-17,3
"Suddenlink","MONROE-ELDORADO, LA",2019-02-24,6
"Suddenlink","MONROE-ELDORADO, LA",2019-03-03,9
"Suddenlink","MONROE-ELDORADO, LA",2019-03-10,4
"Suddenlink","MONROE-ELDORADO, LA",2019-03-17,5
"Suddenlink","MONROE-ELDORADO, LA",2019-03-24,12
"Suddenlink","MONROE-ELDORADO, LA",2019-03-31,7
"Suddenlink","MONROE-ELDORADO, LA",2019-04-07,5
"Suddenlink","MONROE-ELDORADO, LA",2019-04-14,5
"Suddenlink","MONROE-ELDORADO, LA",2019-04-21,3
"Suddenlink","MONROE-ELDORADO, LA",2019-04-28,6
"Suddenlink","MONROE-ELDORADO, LA",2019-05-05,3
"Suddenlink","MONROE-ELDORADO, LA",2019-05-12,10
"Suddenlink","MONROE-ELDORADO, LA",2019-05-19,2
"Suddenlink","MONROE-ELDORADO, LA",2019-05-26,7
"Suddenlink","MONROE-ELDORADO, LA",2019-06-02,8
"Suddenlink","MONROE-ELDORADO, LA",2019-06-09,6
"Suddenlink","MONROE-ELDORADO, LA",2019-06-16,3
"Suddenlink","MONROE-ELDORADO, LA",2019-06-23,7
"Suddenlink","MONROE-ELDORADO, LA",2019-06-30,6
"Suddenlink","MONROE-ELDORADO, LA",2019-07-07,1
"Suddenlink","MONROE-ELDORADO, LA",2019-07-14,8
"Suddenlink","MONROE-ELDORADO, LA",2019-07-21,6
"Suddenlink","MONROE-ELDORADO, LA",2019-07-28,4
"Suddenlink","MONROE-ELDORADO, LA",2019-08-04,5
"Suddenlink","MONROE-ELDORADO, LA",2019-08-11,7
"Suddenlink","MONROE-ELDORADO, LA",2019-08-18,8
"Suddenlink","MONROE-ELDORADO, LA",2019-08-25,8
