"brand","dma","period","gross_add"
"Suddenlink","AUSTIN, TX",2016-08-21,13
"Suddenlink","AUSTIN, TX",2016-08-28,13
"Suddenlink","AUSTIN, TX",2016-09-04,8
"Suddenlink","AUSTIN, TX",2016-09-11,10
"Suddenlink","AUSTIN, TX",2016-09-18,9
"Suddenlink","AUSTIN, TX",2016-09-25,9
"Suddenlink","AUSTIN, TX",2016-10-02,9
"Suddenlink","AUSTIN, TX",2016-10-09,4
"Suddenlink","AUSTIN, TX",2016-10-16,13
"Suddenlink","AUSTIN, TX",2016-10-23,11
"Suddenlink","AUSTIN, TX",2016-10-30,11
"Suddenlink","AUSTIN, TX",2016-11-06,12
"Suddenlink","AUSTIN, TX",2016-11-13,6
"Suddenlink","AUSTIN, TX",2016-11-20,5
"Suddenlink","AUSTIN, TX",2016-11-27,13
"Suddenlink","AUSTIN, TX",2016-12-04,12
"Suddenlink","AUSTIN, TX",2016-12-11,5
"Suddenlink","AUSTIN, TX",2016-12-18,9
"Suddenlink","AUSTIN, TX",2016-12-25,4
"Suddenlink","AUSTIN, TX",2017-01-01,11
"Suddenlink","AUSTIN, TX",2017-01-08,10
"Suddenlink","AUSTIN, TX",2017-01-15,8
"Suddenlink","AUSTIN, TX",2017-01-22,10
"Suddenlink","AUSTIN, TX",2017-01-29,10
"Suddenlink","AUSTIN, TX",2017-02-05,12
"Suddenlink","AUSTIN, TX",2017-02-12,8
"Suddenlink","AUSTIN, TX",2017-02-19,8
"Suddenlink","AUSTIN, TX",2017-02-26,10
"Suddenlink","AUSTIN, TX",2017-03-05,12
"Suddenlink","AUSTIN, TX",2017-03-12,9
"Suddenlink","AUSTIN, TX",2017-03-19,9
"Suddenlink","AUSTIN, TX",2017-03-26,9
"Suddenlink","AUSTIN, TX",2017-04-02,9
"Suddenlink","AUSTIN, TX",2017-04-09,10
"Suddenlink","AUSTIN, TX",2017-04-16,11
"Suddenlink","AUSTIN, TX",2017-04-23,11
"Suddenlink","AUSTIN, TX",2017-04-30,6
"Suddenlink","AUSTIN, TX",2017-05-07,9
"Suddenlink","AUSTIN, TX",2017-05-14,12
"Suddenlink","AUSTIN, TX",2017-05-21,10
"Suddenlink","AUSTIN, TX",2017-05-28,7
"Suddenlink","AUSTIN, TX",2017-06-04,14
"Suddenlink","AUSTIN, TX",2017-06-11,13
"Suddenlink","AUSTIN, TX",2017-06-18,13
"Suddenlink","AUSTIN, TX",2017-06-25,16
"Suddenlink","AUSTIN, TX",2017-07-02,9
"Suddenlink","AUSTIN, TX",2017-07-09,9
"Suddenlink","AUSTIN, TX",2017-07-16,14
"Suddenlink","AUSTIN, TX",2017-07-23,9
"Suddenlink","AUSTIN, TX",2017-07-30,12
"Suddenlink","AUSTIN, TX",2017-08-06,15
"Suddenlink","AUSTIN, TX",2017-08-13,6
"Suddenlink","AUSTIN, TX",2017-08-20,14
"Suddenlink","AUSTIN, TX",2017-08-27,15
"Suddenlink","AUSTIN, TX",2017-09-03,5
"Suddenlink","AUSTIN, TX",2017-09-10,13
"Suddenlink","AUSTIN, TX",2017-09-17,11
"Suddenlink","AUSTIN, TX",2017-09-24,4
"Suddenlink","AUSTIN, TX",2017-10-01,10
"Suddenlink","AUSTIN, TX",2017-10-08,9
"Suddenlink","AUSTIN, TX",2017-10-15,9
"Suddenlink","AUSTIN, TX",2017-10-22,12
"Suddenlink","AUSTIN, TX",2017-10-29,15
"Suddenlink","AUSTIN, TX",2017-11-05,13
"Suddenlink","AUSTIN, TX",2017-11-12,6
"Suddenlink","AUSTIN, TX",2017-11-19,11
"Suddenlink","AUSTIN, TX",2017-11-26,13
"Suddenlink","AUSTIN, TX",2017-12-03,5
"Suddenlink","AUSTIN, TX",2017-12-10,10
"Suddenlink","AUSTIN, TX",2017-12-17,7
"Suddenlink","AUSTIN, TX",2017-12-24,4
"Suddenlink","AUSTIN, TX",2017-12-31,6
"Suddenlink","AUSTIN, TX",2018-01-07,17
"Suddenlink","AUSTIN, TX",2018-01-14,7
"Suddenlink","AUSTIN, TX",2018-01-21,13
"Suddenlink","AUSTIN, TX",2018-01-28,14
"Suddenlink","AUSTIN, TX",2018-02-04,12
"Suddenlink","AUSTIN, TX",2018-02-11,6
"Suddenlink","AUSTIN, TX",2018-02-18,5
"Suddenlink","AUSTIN, TX",2018-02-25,7
"Suddenlink","AUSTIN, TX",2018-03-04,9
"Suddenlink","AUSTIN, TX",2018-03-11,8
"Suddenlink","AUSTIN, TX",2018-03-18,9
"Suddenlink","AUSTIN, TX",2018-03-25,16
"Suddenlink","AUSTIN, TX",2018-04-01,19
"Suddenlink","AUSTIN, TX",2018-04-08,11
"Suddenlink","AUSTIN, TX",2018-04-15,9
"Suddenlink","AUSTIN, TX",2018-04-22,13
"Suddenlink","AUSTIN, TX",2018-04-29,12
"Suddenlink","AUSTIN, TX",2018-05-06,18
"Suddenlink","AUSTIN, TX",2018-05-13,14
"Suddenlink","AUSTIN, TX",2018-05-20,11
"Suddenlink","AUSTIN, TX",2018-05-27,12
"Suddenlink","AUSTIN, TX",2018-06-03,14
"Suddenlink","AUSTIN, TX",2018-06-10,6
"Suddenlink","AUSTIN, TX",2018-06-17,10
"Suddenlink","AUSTIN, TX",2018-06-24,5
"Suddenlink","AUSTIN, TX",2018-07-01,10
"Suddenlink","AUSTIN, TX",2018-07-08,22
"Suddenlink","AUSTIN, TX",2018-07-15,11
"Suddenlink","AUSTIN, TX",2018-07-22,8
"Suddenlink","AUSTIN, TX",2018-07-29,11
"Suddenlink","AUSTIN, TX",2018-08-05,11
"Suddenlink","AUSTIN, TX",2018-08-12,12
"Suddenlink","AUSTIN, TX",2018-08-19,10
"Suddenlink","AUSTIN, TX",2018-08-26,10
"Suddenlink","AUSTIN, TX",2018-09-02,14
"Suddenlink","AUSTIN, TX",2018-09-09,17
"Suddenlink","AUSTIN, TX",2018-09-16,12
"Suddenlink","AUSTIN, TX",2018-09-23,9
"Suddenlink","AUSTIN, TX",2018-09-30,12
"Suddenlink","AUSTIN, TX",2018-10-07,12
"Suddenlink","AUSTIN, TX",2018-10-14,14
"Suddenlink","AUSTIN, TX",2018-10-21,14
"Suddenlink","AUSTIN, TX",2018-10-28,11
"Suddenlink","AUSTIN, TX",2018-11-04,8
"Suddenlink","AUSTIN, TX",2018-11-11,15
"Suddenlink","AUSTIN, TX",2018-11-18,4
"Suddenlink","AUSTIN, TX",2018-11-25,13
"Suddenlink","AUSTIN, TX",2018-12-02,15
"Suddenlink","AUSTIN, TX",2018-12-09,15
"Suddenlink","AUSTIN, TX",2018-12-16,20
"Suddenlink","AUSTIN, TX",2018-12-23,7
"Suddenlink","AUSTIN, TX",2018-12-30,6
"Suddenlink","AUSTIN, TX",2019-01-06,11
"Suddenlink","AUSTIN, TX",2019-01-13,8
"Suddenlink","AUSTIN, TX",2019-01-20,12
"Suddenlink","AUSTIN, TX",2019-01-27,12
"Suddenlink","AUSTIN, TX",2019-02-03,11
"Suddenlink","AUSTIN, TX",2019-02-10,14
"Suddenlink","AUSTIN, TX",2019-02-17,16
"Suddenlink","AUSTIN, TX",2019-02-24,11
"Suddenlink","AUSTIN, TX",2019-03-03,13
"Suddenlink","AUSTIN, TX",2019-03-10,11
"Suddenlink","AUSTIN, TX",2019-03-17,12
"Suddenlink","AUSTIN, TX",2019-03-24,14
"Suddenlink","AUSTIN, TX",2019-03-31,11
"Suddenlink","AUSTIN, TX",2019-04-07,8
"Suddenlink","AUSTIN, TX",2019-04-14,14
"Suddenlink","AUSTIN, TX",2019-04-21,13
"Suddenlink","AUSTIN, TX",2019-04-28,16
"Suddenlink","AUSTIN, TX",2019-05-05,15
"Suddenlink","AUSTIN, TX",2019-05-12,5
"Suddenlink","AUSTIN, TX",2019-05-19,11
"Suddenlink","AUSTIN, TX",2019-05-26,8
"Suddenlink","AUSTIN, TX",2019-06-02,7
"Suddenlink","AUSTIN, TX",2019-06-09,11
"Suddenlink","AUSTIN, TX",2019-06-16,10
"Suddenlink","AUSTIN, TX",2019-06-23,11
"Suddenlink","AUSTIN, TX",2019-06-30,10
"Suddenlink","AUSTIN, TX",2019-07-07,13
"Suddenlink","AUSTIN, TX",2019-07-14,12
"Suddenlink","AUSTIN, TX",2019-07-21,20
"Suddenlink","AUSTIN, TX",2019-07-28,16
"Suddenlink","AUSTIN, TX",2019-08-04,7
"Suddenlink","AUSTIN, TX",2019-08-11,15
"Suddenlink","AUSTIN, TX",2019-08-18,16
"Suddenlink","AUSTIN, TX",2019-08-25,22
"Suddenlink","AUSTIN, TX",2019-09-01,15
"Suddenlink","AUSTIN, TX",2019-09-08,14
"Suddenlink","AUSTIN, TX",2019-09-15,7
"Suddenlink","AUSTIN, TX",2019-09-22,11
"Suddenlink","AUSTIN, TX",2019-09-29,13
"Suddenlink","AUSTIN, TX",2019-10-06,21
"Suddenlink","AUSTIN, TX",2019-10-13,26
"Suddenlink","AUSTIN, TX",2019-10-20,12
"Suddenlink","AUSTIN, TX",2019-10-27,18
"Suddenlink","AUSTIN, TX",2019-11-03,22
"Suddenlink","AUSTIN, TX",2019-11-10,14
"Suddenlink","AUSTIN, TX",2019-11-17,8
"Suddenlink","AUSTIN, TX",2019-11-24,5
"Suddenlink","AUSTIN, TX",2019-12-01,9
"Suddenlink","AUSTIN, TX",2019-12-08,13
"Suddenlink","AUSTIN, TX",2019-12-15,16
"Suddenlink","AUSTIN, TX",2019-12-22,10
"Suddenlink","AUSTIN, TX",2019-12-29,11
"Suddenlink","AUSTIN, TX",2020-01-05,13
"Suddenlink","AUSTIN, TX",2020-01-12,10
"Suddenlink","AUSTIN, TX",2020-01-19,4
"Suddenlink","AUSTIN, TX",2020-01-26,11
"Suddenlink","AUSTIN, TX",2020-02-02,7
"Suddenlink","AUSTIN, TX",2020-02-09,16
"Suddenlink","AUSTIN, TX",2020-02-16,10
"Suddenlink","AUSTIN, TX",2020-02-23,12
"Suddenlink","AUSTIN, TX",2020-03-01,11
"Suddenlink","AUSTIN, TX",2020-03-08,11
"Suddenlink","AUSTIN, TX",2020-03-15,12
"Suddenlink","AUSTIN, TX",2020-03-22,8
"Suddenlink","AUSTIN, TX",2020-03-29,4
"Suddenlink","AUSTIN, TX",2020-04-05,8
"Suddenlink","AUSTIN, TX",2020-04-12,9
"Suddenlink","AUSTIN, TX",2020-04-19,7
"Suddenlink","AUSTIN, TX",2020-04-26,7
"Suddenlink","AUSTIN, TX",2020-05-03,11
"Suddenlink","AUSTIN, TX",2020-05-10,13
"Suddenlink","AUSTIN, TX",2020-05-17,16
"Suddenlink","AUSTIN, TX",2020-05-24,7
"Suddenlink","AUSTIN, TX",2020-05-31,13
"Suddenlink","AUSTIN, TX",2020-06-07,16
"Suddenlink","AUSTIN, TX",2020-06-14,15
"Suddenlink","AUSTIN, TX",2020-06-21,11
"Suddenlink","AUSTIN, TX",2020-06-28,17
"Suddenlink","AUSTIN, TX",2020-07-05,12
"Suddenlink","AUSTIN, TX",2020-07-12,11
"Suddenlink","AUSTIN, TX",2020-07-19,18
"Suddenlink","AUSTIN, TX",2020-07-26,11
"Suddenlink","AUSTIN, TX",2020-08-02,11
"Suddenlink","AUSTIN, TX",2020-08-09,10
"Suddenlink","AUSTIN, TX",2020-08-16,23
"Suddenlink","AUSTIN, TX",2020-08-23,14
"Suddenlink","AUSTIN, TX",2020-08-30,7
"Suddenlink","AUSTIN, TX",2020-09-06,11
"Suddenlink","AUSTIN, TX",2020-09-13,9
"Suddenlink","AUSTIN, TX",2020-09-20,13
"Suddenlink","AUSTIN, TX",2020-09-27,12
"Suddenlink","AUSTIN, TX",2020-10-04,8
"Suddenlink","AUSTIN, TX",2020-10-11,10
"Suddenlink","AUSTIN, TX",2020-10-18,9
"Suddenlink","AUSTIN, TX",2020-10-25,13
"Suddenlink","AUSTIN, TX",2020-11-01,10
"Suddenlink","AUSTIN, TX",2020-11-08,9
"Suddenlink","AUSTIN, TX",2020-11-15,10
"Suddenlink","AUSTIN, TX",2020-11-22,4
"Suddenlink","AUSTIN, TX",2020-11-29,15
"Suddenlink","AUSTIN, TX",2020-12-06,12
"Suddenlink","AUSTIN, TX",2020-12-13,12
"Suddenlink","AUSTIN, TX",2020-12-20,6
"Suddenlink","AUSTIN, TX",2020-12-27,8
"Suddenlink","AUSTIN, TX",2021-01-03,10
"Suddenlink","AUSTIN, TX",2021-01-10,10
"Suddenlink","AUSTIN, TX",2021-01-17,8
"Suddenlink","AUSTIN, TX",2021-01-24,13
"Suddenlink","AUSTIN, TX",2021-01-31,10
"Suddenlink","AUSTIN, TX",2021-02-07,6
"Suddenlink","AUSTIN, TX",2021-02-14,0
"Suddenlink","AUSTIN, TX",2021-02-21,14
"Suddenlink","AUSTIN, TX",2021-02-28,12
"Suddenlink","AUSTIN, TX",2021-03-07,16
"Suddenlink","AUSTIN, TX",2021-03-14,7
"Suddenlink","AUSTIN, TX",2021-03-21,18
"Suddenlink","AUSTIN, TX",2021-03-28,11
"Suddenlink","AUSTIN, TX",2021-04-04,16
"Suddenlink","AUSTIN, TX",2021-04-11,12
"Suddenlink","AUSTIN, TX",2021-04-18,14
"Suddenlink","AUSTIN, TX",2021-04-25,7
"Suddenlink","AUSTIN, TX",2021-05-02,18
"Suddenlink","AUSTIN, TX",2021-05-09,17
"Suddenlink","AUSTIN, TX",2021-05-16,17
"Suddenlink","AUSTIN, TX",2021-05-23,13
"Suddenlink","AUSTIN, TX",2021-05-30,12
"Suddenlink","AUSTIN, TX",2021-06-06,8
"Suddenlink","AUSTIN, TX",2021-06-13,8
"Suddenlink","AUSTIN, TX",2021-06-20,7
"Suddenlink","AUSTIN, TX",2021-06-27,10
"Suddenlink","AUSTIN, TX",2021-07-04,11
"Suddenlink","AUSTIN, TX",2021-07-11,12
"Suddenlink","AUSTIN, TX",2021-07-18,10
"Suddenlink","AUSTIN, TX",2021-07-25,8
"Suddenlink","AUSTIN, TX",2021-08-01,6
"Suddenlink","AUSTIN, TX",2021-08-08,14
"Suddenlink","AUSTIN, TX",2021-08-15,21
"Suddenlink","AUSTIN, TX",2021-08-22,15
"Suddenlink","AUSTIN, TX",2021-08-29,9
"Suddenlink","AUSTIN, TX",2021-09-05,9
"Suddenlink","AUSTIN, TX",2021-09-12,12
"Suddenlink","AUSTIN, TX",2021-09-19,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-01-03,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-01-10,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-01-17,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-01-24,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-01-31,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-02-07,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-02-14,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-02-21,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-02-28,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-03-06,5
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-03-13,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-03-20,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-03-27,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-04-03,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-04-10,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-04-17,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-04-24,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-05-01,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-05-08,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-05-15,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-05-22,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-05-29,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-06-05,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-06-12,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-06-19,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-06-26,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-07-03,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-07-10,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-07-17,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-07-24,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-07-31,21
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-08-07,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-08-14,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-08-21,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-08-28,23
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-09-04,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-09-11,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-09-18,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-09-25,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-10-02,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-10-09,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-10-16,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-10-23,24
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-10-30,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-11-06,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-11-13,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-11-20,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-11-27,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-12-04,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-12-11,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-12-18,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2016-12-25,30
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-01-01,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-01-08,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-01-15,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-01-22,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-01-29,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-02-05,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-02-12,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-02-19,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-02-26,21
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-03-05,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-03-12,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-03-19,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-03-26,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-04-02,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-04-09,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-04-16,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-04-23,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-04-30,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-05-07,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-05-14,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-05-21,5
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-05-28,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-06-04,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-06-11,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-06-18,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-06-25,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-07-02,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-07-09,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-07-16,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-07-23,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-07-30,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-08-06,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-08-13,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-08-20,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-08-27,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-09-03,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-09-10,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-09-17,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-09-24,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-10-01,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-10-08,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-10-15,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-10-22,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-10-29,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-11-05,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-11-12,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-11-19,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-11-26,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-12-03,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-12-10,21
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-12-17,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-12-24,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2017-12-31,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-01-07,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-01-14,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-01-21,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-01-28,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-02-04,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-02-11,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-02-18,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-02-25,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-03-04,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-03-11,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-03-18,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-03-25,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-04-01,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-04-08,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-04-15,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-04-22,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-04-29,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-05-06,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-05-13,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-05-20,8
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-05-27,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-06-03,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-06-10,17
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-06-17,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-06-24,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-07-01,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-07-08,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-07-15,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-07-22,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-07-29,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-08-05,22
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-08-12,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-08-19,24
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-08-26,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-09-02,6
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-09-09,16
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-09-16,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-09-23,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-09-30,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-10-07,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-10-14,18
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-10-21,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-10-28,10
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-11-04,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-11-11,12
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-11-18,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-11-25,9
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-12-02,14
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-12-09,20
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-12-16,15
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-12-23,3
"Suddenlink","BLUEFIELD-BECKLEY, WV",2018-12-30,7
"Suddenlink","BLUEFIELD-BECKLEY, WV",2019-01-06,11
"Suddenlink","BLUEFIELD-BECKLEY, WV",2019-01-13,13
"Suddenlink","BLUEFIELD-BECKLEY, WV",2019-01-20,6
