"brand","period","dma","sales"
"Optimum",2017-07-23,"NEW YORK, NY",1041
"Optimum",2017-07-30,"NEW YORK, NY",1058
"Optimum",2017-08-06,"NEW YORK, NY",1015
"Optimum",2017-08-13,"NEW YORK, NY",1036
"Optimum",2017-08-20,"NEW YORK, NY",1030
"Optimum",2017-08-27,"NEW YORK, NY",1009
"Optimum",2017-09-03,"NEW YORK, NY",904
"Optimum",2017-09-10,"NEW YORK, NY",1014
"Optimum",2017-09-17,"NEW YORK, NY",1016
"Optimum",2017-09-24,"NEW YORK, NY",1125
"Optimum",2017-10-01,"NEW YORK, NY",980
"Optimum",2017-10-08,"NEW YORK, NY",909
"Optimum",2017-10-15,"NEW YORK, NY",1069
"Optimum",2017-10-22,"NEW YORK, NY",1044
"Optimum",2017-10-29,"NEW YORK, NY",1056
"Optimum",2017-11-05,"NEW YORK, NY",993
"Optimum",2017-11-12,"NEW YORK, NY",1113
"Optimum",2017-11-19,"NEW YORK, NY",678
"Optimum",2017-11-26,"NEW YORK, NY",952
"Optimum",2017-12-03,"NEW YORK, NY",1108
"Optimum",2017-12-10,"NEW YORK, NY",990
"Optimum",2017-12-17,"NEW YORK, NY",1021
"Optimum",2017-12-24,"NEW YORK, NY",642
"Optimum",2017-12-31,"NEW YORK, NY",694
"Optimum",2018-01-07,"NEW YORK, NY",1031
"Optimum",2018-01-14,"NEW YORK, NY",951
"Optimum",2018-01-21,"NEW YORK, NY",1193
"Optimum",2018-01-28,"NEW YORK, NY",1162
"Optimum",2018-02-04,"NEW YORK, NY",1017
"Optimum",2018-02-11,"NEW YORK, NY",1015
"Optimum",2018-02-18,"NEW YORK, NY",1029
"Optimum",2018-02-25,"NEW YORK, NY",1161
"Optimum",2018-03-04,"NEW YORK, NY",970
"Optimum",2018-03-11,"NEW YORK, NY",1086
"Optimum",2018-03-18,"NEW YORK, NY",996
"Optimum",2018-03-25,"NEW YORK, NY",1168
"Optimum",2018-04-01,"NEW YORK, NY",881
"Optimum",2018-04-08,"NEW YORK, NY",1028
"Optimum",2018-04-15,"NEW YORK, NY",1022
"Optimum",2018-04-22,"NEW YORK, NY",1086
"Optimum",2018-04-29,"NEW YORK, NY",1148
"Optimum",2018-05-06,"NEW YORK, NY",1116
"Optimum",2018-05-13,"NEW YORK, NY",1050
"Optimum",2018-05-20,"NEW YORK, NY",1038
"Optimum",2018-05-27,"NEW YORK, NY",948
"Optimum",2018-06-03,"NEW YORK, NY",1083
"Optimum",2018-06-10,"NEW YORK, NY",1082
"Optimum",2018-06-17,"NEW YORK, NY",1050
"Optimum",2018-06-24,"NEW YORK, NY",1093
"Optimum",2018-07-01,"NEW YORK, NY",710
"Optimum",2018-07-08,"NEW YORK, NY",1017
"Optimum",2018-07-15,"NEW YORK, NY",1075
"Optimum",2018-07-22,"NEW YORK, NY",976
"Optimum",2018-07-29,"NEW YORK, NY",1033
"Optimum",2018-08-05,"NEW YORK, NY",835
"Optimum",2018-08-12,"NEW YORK, NY",942
"Optimum",2018-08-19,"NEW YORK, NY",1004
"Optimum",2018-08-26,"NEW YORK, NY",1009
"Optimum",2018-09-02,"NEW YORK, NY",829
"Optimum",2018-09-09,"NEW YORK, NY",986
"Optimum",2018-09-16,"NEW YORK, NY",1054
"Optimum",2018-09-23,"NEW YORK, NY",963
"Optimum",2018-09-30,"NEW YORK, NY",933
"Optimum",2018-10-07,"NEW YORK, NY",996
"Optimum",2018-10-14,"NEW YORK, NY",978
"Optimum",2018-10-21,"NEW YORK, NY",1117
"Optimum",2018-10-28,"NEW YORK, NY",1082
"Optimum",2018-11-04,"NEW YORK, NY",999
"Optimum",2018-11-11,"NEW YORK, NY",926
"Optimum",2018-11-18,"NEW YORK, NY",654
"Optimum",2018-11-25,"NEW YORK, NY",1109
"Optimum",2018-12-02,"NEW YORK, NY",1025
"Optimum",2018-12-09,"NEW YORK, NY",993
"Optimum",2018-12-16,"NEW YORK, NY",880
"Optimum",2018-12-23,"NEW YORK, NY",611
"Optimum",2018-12-30,"NEW YORK, NY",775
"Optimum",2019-01-06,"NEW YORK, NY",1000
"Optimum",2019-01-13,"NEW YORK, NY",1011
"Optimum",2019-01-20,"NEW YORK, NY",888
"Optimum",2019-01-27,"NEW YORK, NY",1018
"Optimum",2019-02-03,"NEW YORK, NY",934
"Optimum",2019-02-10,"NEW YORK, NY",881
"Optimum",2019-02-17,"NEW YORK, NY",881
"Optimum",2019-02-24,"NEW YORK, NY",1013
"Optimum",2019-03-03,"NEW YORK, NY",1063
"Optimum",2019-03-10,"NEW YORK, NY",1071
"Optimum",2019-03-17,"NEW YORK, NY",1057
"Optimum",2019-03-24,"NEW YORK, NY",1144
"Optimum",2019-03-31,"NEW YORK, NY",1023
"Optimum",2019-04-07,"NEW YORK, NY",1039
"Optimum",2019-04-14,"NEW YORK, NY",954
"Optimum",2019-04-21,"NEW YORK, NY",1062
"Optimum",2019-04-28,"NEW YORK, NY",1108
"Optimum",2019-05-05,"NEW YORK, NY",1025
"Optimum",2019-05-12,"NEW YORK, NY",977
"Optimum",2019-05-19,"NEW YORK, NY",997
"Optimum",2019-05-26,"NEW YORK, NY",899
"Optimum",2019-06-02,"NEW YORK, NY",1000
"Optimum",2019-06-09,"NEW YORK, NY",1060
"Optimum",2019-06-16,"NEW YORK, NY",993
"Optimum",2019-06-23,"NEW YORK, NY",957
"Optimum",2019-06-30,"NEW YORK, NY",681
"Optimum",2019-07-07,"NEW YORK, NY",990
"Optimum",2019-07-14,"NEW YORK, NY",933
"Optimum",2019-07-21,"NEW YORK, NY",944
"Optimum",2019-07-28,"NEW YORK, NY",1034
"Optimum",2019-08-04,"NEW YORK, NY",1084
"Optimum",2019-08-11,"NEW YORK, NY",929
"Optimum",2019-08-18,"NEW YORK, NY",991
"Optimum",2019-08-25,"NEW YORK, NY",1146
"Optimum",2019-09-01,"NEW YORK, NY",1038
"Optimum",2019-09-08,"NEW YORK, NY",1064
"Optimum",2019-09-15,"NEW YORK, NY",948
"Optimum",2019-09-22,"NEW YORK, NY",988
"Optimum",2019-09-29,"NEW YORK, NY",950
"Optimum",2019-10-06,"NEW YORK, NY",931
"Optimum",2019-10-13,"NEW YORK, NY",870
"Optimum",2019-10-20,"NEW YORK, NY",981
"Optimum",2019-10-27,"NEW YORK, NY",937
"Optimum",2019-11-03,"NEW YORK, NY",1002
"Optimum",2019-11-10,"NEW YORK, NY",901
"Optimum",2019-11-17,"NEW YORK, NY",937
"Optimum",2019-11-24,"NEW YORK, NY",698
"Optimum",2019-12-01,"NEW YORK, NY",897
"Optimum",2019-12-08,"NEW YORK, NY",891
"Optimum",2019-12-15,"NEW YORK, NY",915
"Optimum",2019-12-22,"NEW YORK, NY",524
"Optimum",2019-12-29,"NEW YORK, NY",709
"Optimum",2020-01-05,"NEW YORK, NY",961
"Optimum",2020-01-12,"NEW YORK, NY",930
"Optimum",2020-01-19,"NEW YORK, NY",890
"Optimum",2020-01-26,"NEW YORK, NY",996
"Optimum",2020-02-02,"NEW YORK, NY",1057
"Optimum",2020-02-09,"NEW YORK, NY",927
"Optimum",2020-02-16,"NEW YORK, NY",806
"Optimum",2020-02-23,"NEW YORK, NY",1011
"Optimum",2020-03-01,"NEW YORK, NY",971
"Optimum",2020-03-08,"NEW YORK, NY",905
"Optimum",2020-03-15,"NEW YORK, NY",555
"Optimum",2020-03-22,"NEW YORK, NY",571
"Optimum",2020-03-29,"NEW YORK, NY",449
"Optimum",2020-04-05,"NEW YORK, NY",444
"Optimum",2020-04-12,"NEW YORK, NY",464
"Optimum",2020-04-19,"NEW YORK, NY",512
"Optimum",2020-04-26,"NEW YORK, NY",620
"Optimum",2020-05-03,"NEW YORK, NY",624
"Optimum",2020-05-10,"NEW YORK, NY",640
"Optimum",2020-05-17,"NEW YORK, NY",724
"Optimum",2020-05-24,"NEW YORK, NY",666
"Optimum",2020-05-31,"NEW YORK, NY",787
"Optimum",2020-06-07,"NEW YORK, NY",816
"Optimum",2020-06-14,"NEW YORK, NY",1558
"Optimum",2020-06-21,"NEW YORK, NY",1686
"Optimum",2020-06-28,"NEW YORK, NY",1233
"Optimum",2020-07-05,"NEW YORK, NY",1304
"Optimum",2020-07-12,"NEW YORK, NY",1170
"Optimum",2020-07-19,"NEW YORK, NY",1069
"Optimum",2020-07-26,"NEW YORK, NY",1164
"Optimum",2020-08-02,"NEW YORK, NY",835
"Optimum",2020-08-09,"NEW YORK, NY",1002
"Optimum",2020-08-16,"NEW YORK, NY",1034
"Optimum",2020-08-23,"NEW YORK, NY",1080
"Optimum",2020-08-30,"NEW YORK, NY",1051
"Optimum",2020-09-06,"NEW YORK, NY",900
"Optimum",2020-09-13,"NEW YORK, NY",976
"Optimum",2020-09-20,"NEW YORK, NY",989
"Optimum",2020-09-27,"NEW YORK, NY",1014
"Optimum",2020-10-04,"NEW YORK, NY",933
"Optimum",2020-10-11,"NEW YORK, NY",959
"Optimum",2020-10-18,"NEW YORK, NY",988
"Optimum",2020-10-25,"NEW YORK, NY",896
"Optimum",2020-11-01,"NEW YORK, NY",855
"Optimum",2020-11-08,"NEW YORK, NY",906
"Optimum",2020-11-15,"NEW YORK, NY",949
"Optimum",2020-11-22,"NEW YORK, NY",644
"Optimum",2020-11-29,"NEW YORK, NY",927
"Optimum",2020-12-06,"NEW YORK, NY",858
"Optimum",2020-12-13,"NEW YORK, NY",767
"Optimum",2020-12-20,"NEW YORK, NY",527
"Optimum",2020-12-27,"NEW YORK, NY",578
"Optimum",2021-01-03,"NEW YORK, NY",904
"Optimum",2021-01-10,"NEW YORK, NY",879
"Optimum",2021-01-17,"NEW YORK, NY",809
"Optimum",2021-01-24,"NEW YORK, NY",1056
"Optimum",2021-01-31,"NEW YORK, NY",770
"Optimum",2021-02-07,"NEW YORK, NY",944
"Optimum",2021-02-14,"NEW YORK, NY",868
"Optimum",2021-02-21,"NEW YORK, NY",1150
"Optimum",2021-02-28,"NEW YORK, NY",1003
"Optimum",2021-03-07,"NEW YORK, NY",951
"Optimum",2021-03-14,"NEW YORK, NY",1120
"Optimum",2021-03-21,"NEW YORK, NY",1033
"Optimum",2021-03-28,"NEW YORK, NY",881
"Optimum",2021-04-04,"NEW YORK, NY",930
"Optimum",2021-04-11,"NEW YORK, NY",1093
"Optimum",2021-04-18,"NEW YORK, NY",949
"Optimum",2021-04-25,"NEW YORK, NY",1059
"Optimum",2021-05-02,"NEW YORK, NY",1030
"Optimum",2021-05-09,"NEW YORK, NY",928
"Optimum",2021-05-16,"NEW YORK, NY",1031
"Optimum",2021-05-23,"NEW YORK, NY",1030
"Optimum",2021-05-30,"NEW YORK, NY",868
"Optimum",2021-06-06,"NEW YORK, NY",1041
"Optimum",2021-06-13,"NEW YORK, NY",953
"Optimum",2021-06-20,"NEW YORK, NY",905
"Optimum",2021-06-27,"NEW YORK, NY",919
"Optimum",2021-07-04,"NEW YORK, NY",827
"Optimum",2021-07-11,"NEW YORK, NY",851
"Optimum",2021-07-18,"NEW YORK, NY",834
"Optimum",2021-07-25,"NEW YORK, NY",970
"Optimum",2021-08-01,"NEW YORK, NY",887
"Optimum",2021-08-08,"NEW YORK, NY",971
"Optimum",2021-08-15,"NEW YORK, NY",890
"Optimum",2021-08-22,"NEW YORK, NY",985
"Optimum",2021-08-29,"NEW YORK, NY",854
"Optimum",2021-09-05,"NEW YORK, NY",884
"Optimum",2021-09-12,"NEW YORK, NY",1146
"Optimum",2021-09-19,"NEW YORK, NY",1009
"Suddenlink",2016-01-03,"ODESSA-MIDLAND, TX",24
"Suddenlink",2016-01-10,"ODESSA-MIDLAND, TX",7
"Suddenlink",2016-01-17,"ODESSA-MIDLAND, TX",17
"Suddenlink",2016-01-24,"ODESSA-MIDLAND, TX",14
"Suddenlink",2016-01-31,"ODESSA-MIDLAND, TX",22
"Suddenlink",2016-02-07,"ODESSA-MIDLAND, TX",13
"Suddenlink",2016-02-14,"ODESSA-MIDLAND, TX",17
"Suddenlink",2016-02-21,"ODESSA-MIDLAND, TX",16
"Suddenlink",2016-02-28,"ODESSA-MIDLAND, TX",15
"Suddenlink",2016-03-06,"ODESSA-MIDLAND, TX",8
"Suddenlink",2016-03-13,"ODESSA-MIDLAND, TX",13
"Suddenlink",2016-03-20,"ODESSA-MIDLAND, TX",16
"Suddenlink",2016-03-27,"ODESSA-MIDLAND, TX",16
"Suddenlink",2016-04-03,"ODESSA-MIDLAND, TX",15
"Suddenlink",2016-04-10,"ODESSA-MIDLAND, TX",15
"Suddenlink",2016-04-17,"ODESSA-MIDLAND, TX",24
"Suddenlink",2016-04-24,"ODESSA-MIDLAND, TX",12
"Suddenlink",2016-05-01,"ODESSA-MIDLAND, TX",20
"Suddenlink",2016-05-08,"ODESSA-MIDLAND, TX",17
"Suddenlink",2016-05-15,"ODESSA-MIDLAND, TX",18
"Suddenlink",2016-05-22,"ODESSA-MIDLAND, TX",12
"Suddenlink",2016-05-29,"ODESSA-MIDLAND, TX",8
"Suddenlink",2016-06-05,"ODESSA-MIDLAND, TX",11
"Suddenlink",2016-06-12,"ODESSA-MIDLAND, TX",21
"Suddenlink",2016-06-19,"ODESSA-MIDLAND, TX",25
"Suddenlink",2016-06-26,"ODESSA-MIDLAND, TX",9
"Suddenlink",2016-07-03,"ODESSA-MIDLAND, TX",10
"Suddenlink",2016-07-10,"ODESSA-MIDLAND, TX",18
"Suddenlink",2016-07-17,"ODESSA-MIDLAND, TX",11
"Suddenlink",2016-07-24,"ODESSA-MIDLAND, TX",15
"Suddenlink",2016-07-31,"ODESSA-MIDLAND, TX",19
"Suddenlink",2016-08-07,"ODESSA-MIDLAND, TX",12
"Suddenlink",2016-08-14,"ODESSA-MIDLAND, TX",11
"Suddenlink",2016-08-21,"ODESSA-MIDLAND, TX",19
"Suddenlink",2016-08-28,"ODESSA-MIDLAND, TX",24
"Suddenlink",2016-09-04,"ODESSA-MIDLAND, TX",21
"Suddenlink",2016-09-11,"ODESSA-MIDLAND, TX",33
"Suddenlink",2016-09-18,"ODESSA-MIDLAND, TX",15
"Suddenlink",2016-09-25,"ODESSA-MIDLAND, TX",28
"Suddenlink",2016-10-02,"ODESSA-MIDLAND, TX",22
"Suddenlink",2016-10-09,"ODESSA-MIDLAND, TX",20
"Suddenlink",2016-10-16,"ODESSA-MIDLAND, TX",24
"Suddenlink",2016-10-23,"ODESSA-MIDLAND, TX",21
"Suddenlink",2016-10-30,"ODESSA-MIDLAND, TX",16
"Suddenlink",2016-11-06,"ODESSA-MIDLAND, TX",14
"Suddenlink",2016-11-13,"ODESSA-MIDLAND, TX",18
"Suddenlink",2016-11-20,"ODESSA-MIDLAND, TX",9
"Suddenlink",2016-11-27,"ODESSA-MIDLAND, TX",27
"Suddenlink",2016-12-04,"ODESSA-MIDLAND, TX",14
"Suddenlink",2016-12-11,"ODESSA-MIDLAND, TX",16
"Suddenlink",2016-12-18,"ODESSA-MIDLAND, TX",20
"Suddenlink",2016-12-25,"ODESSA-MIDLAND, TX",4
"Suddenlink",2017-01-01,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-01-08,"ODESSA-MIDLAND, TX",15
"Suddenlink",2017-01-15,"ODESSA-MIDLAND, TX",12
"Suddenlink",2017-01-22,"ODESSA-MIDLAND, TX",19
"Suddenlink",2017-01-29,"ODESSA-MIDLAND, TX",26
"Suddenlink",2017-02-05,"ODESSA-MIDLAND, TX",25
"Suddenlink",2017-02-12,"ODESSA-MIDLAND, TX",34
"Suddenlink",2017-02-19,"ODESSA-MIDLAND, TX",19
"Suddenlink",2017-02-26,"ODESSA-MIDLAND, TX",18
"Suddenlink",2017-03-05,"ODESSA-MIDLAND, TX",18
"Suddenlink",2017-03-12,"ODESSA-MIDLAND, TX",16
"Suddenlink",2017-03-19,"ODESSA-MIDLAND, TX",18
"Suddenlink",2017-03-26,"ODESSA-MIDLAND, TX",33
"Suddenlink",2017-04-02,"ODESSA-MIDLAND, TX",20
"Suddenlink",2017-04-09,"ODESSA-MIDLAND, TX",14
"Suddenlink",2017-04-16,"ODESSA-MIDLAND, TX",16
"Suddenlink",2017-04-23,"ODESSA-MIDLAND, TX",25
"Suddenlink",2017-04-30,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-05-07,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-05-14,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-05-21,"ODESSA-MIDLAND, TX",16
"Suddenlink",2017-05-28,"ODESSA-MIDLAND, TX",11
"Suddenlink",2017-06-04,"ODESSA-MIDLAND, TX",15
"Suddenlink",2017-06-11,"ODESSA-MIDLAND, TX",17
"Suddenlink",2017-06-18,"ODESSA-MIDLAND, TX",21
"Suddenlink",2017-06-25,"ODESSA-MIDLAND, TX",24
"Suddenlink",2017-07-02,"ODESSA-MIDLAND, TX",12
"Suddenlink",2017-07-09,"ODESSA-MIDLAND, TX",23
"Suddenlink",2017-07-16,"ODESSA-MIDLAND, TX",18
"Suddenlink",2017-07-23,"ODESSA-MIDLAND, TX",14
"Suddenlink",2017-07-30,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-08-06,"ODESSA-MIDLAND, TX",14
"Suddenlink",2017-08-13,"ODESSA-MIDLAND, TX",19
"Suddenlink",2017-08-20,"ODESSA-MIDLAND, TX",17
"Suddenlink",2017-08-27,"ODESSA-MIDLAND, TX",19
"Suddenlink",2017-09-03,"ODESSA-MIDLAND, TX",10
"Suddenlink",2017-09-10,"ODESSA-MIDLAND, TX",17
"Suddenlink",2017-09-17,"ODESSA-MIDLAND, TX",21
"Suddenlink",2017-09-24,"ODESSA-MIDLAND, TX",21
"Suddenlink",2017-10-01,"ODESSA-MIDLAND, TX",22
"Suddenlink",2017-10-08,"ODESSA-MIDLAND, TX",24
"Suddenlink",2017-10-15,"ODESSA-MIDLAND, TX",26
"Suddenlink",2017-10-22,"ODESSA-MIDLAND, TX",20
"Suddenlink",2017-10-29,"ODESSA-MIDLAND, TX",13
"Suddenlink",2017-11-05,"ODESSA-MIDLAND, TX",14
"Suddenlink",2017-11-12,"ODESSA-MIDLAND, TX",17
"Suddenlink",2017-11-19,"ODESSA-MIDLAND, TX",5
"Suddenlink",2017-11-26,"ODESSA-MIDLAND, TX",20
"Suddenlink",2017-12-03,"ODESSA-MIDLAND, TX",20
"Suddenlink",2017-12-10,"ODESSA-MIDLAND, TX",18
"Suddenlink",2017-12-17,"ODESSA-MIDLAND, TX",23
"Suddenlink",2017-12-24,"ODESSA-MIDLAND, TX",15
"Suddenlink",2017-12-31,"ODESSA-MIDLAND, TX",26
"Suddenlink",2018-01-07,"ODESSA-MIDLAND, TX",28
"Suddenlink",2018-01-14,"ODESSA-MIDLAND, TX",11
"Suddenlink",2018-01-21,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-01-28,"ODESSA-MIDLAND, TX",20
"Suddenlink",2018-02-04,"ODESSA-MIDLAND, TX",31
"Suddenlink",2018-02-11,"ODESSA-MIDLAND, TX",26
"Suddenlink",2018-02-18,"ODESSA-MIDLAND, TX",20
"Suddenlink",2018-02-25,"ODESSA-MIDLAND, TX",28
"Suddenlink",2018-03-04,"ODESSA-MIDLAND, TX",18
"Suddenlink",2018-03-11,"ODESSA-MIDLAND, TX",23
"Suddenlink",2018-03-18,"ODESSA-MIDLAND, TX",17
"Suddenlink",2018-03-25,"ODESSA-MIDLAND, TX",30
"Suddenlink",2018-04-01,"ODESSA-MIDLAND, TX",17
"Suddenlink",2018-04-08,"ODESSA-MIDLAND, TX",21
"Suddenlink",2018-04-15,"ODESSA-MIDLAND, TX",24
"Suddenlink",2018-04-22,"ODESSA-MIDLAND, TX",17
"Suddenlink",2018-04-29,"ODESSA-MIDLAND, TX",26
"Suddenlink",2018-05-06,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-05-13,"ODESSA-MIDLAND, TX",16
"Suddenlink",2018-05-20,"ODESSA-MIDLAND, TX",33
"Suddenlink",2018-05-27,"ODESSA-MIDLAND, TX",20
"Suddenlink",2018-06-03,"ODESSA-MIDLAND, TX",20
"Suddenlink",2018-06-10,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-06-17,"ODESSA-MIDLAND, TX",21
"Suddenlink",2018-06-24,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-07-01,"ODESSA-MIDLAND, TX",22
"Suddenlink",2018-07-08,"ODESSA-MIDLAND, TX",24
"Suddenlink",2018-07-15,"ODESSA-MIDLAND, TX",31
"Suddenlink",2018-07-22,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-07-29,"ODESSA-MIDLAND, TX",25
"Suddenlink",2018-08-05,"ODESSA-MIDLAND, TX",24
"Suddenlink",2018-08-12,"ODESSA-MIDLAND, TX",19
"Suddenlink",2018-08-19,"ODESSA-MIDLAND, TX",37
"Suddenlink",2018-08-26,"ODESSA-MIDLAND, TX",26
"Suddenlink",2018-09-02,"ODESSA-MIDLAND, TX",17
"Suddenlink",2018-09-09,"ODESSA-MIDLAND, TX",33
"Suddenlink",2018-09-16,"ODESSA-MIDLAND, TX",26
"Suddenlink",2018-09-23,"ODESSA-MIDLAND, TX",32
"Suddenlink",2018-09-30,"ODESSA-MIDLAND, TX",38
"Suddenlink",2018-10-07,"ODESSA-MIDLAND, TX",17
"Suddenlink",2018-10-14,"ODESSA-MIDLAND, TX",23
"Suddenlink",2018-10-21,"ODESSA-MIDLAND, TX",18
"Suddenlink",2018-10-28,"ODESSA-MIDLAND, TX",32
"Suddenlink",2018-11-04,"ODESSA-MIDLAND, TX",22
"Suddenlink",2018-11-11,"ODESSA-MIDLAND, TX",18
"Suddenlink",2018-11-18,"ODESSA-MIDLAND, TX",7
"Suddenlink",2018-11-25,"ODESSA-MIDLAND, TX",23
"Suddenlink",2018-12-02,"ODESSA-MIDLAND, TX",20
"Suddenlink",2018-12-09,"ODESSA-MIDLAND, TX",23
"Suddenlink",2018-12-16,"ODESSA-MIDLAND, TX",19
"Suddenlink",2018-12-23,"ODESSA-MIDLAND, TX",3
"Suddenlink",2018-12-30,"ODESSA-MIDLAND, TX",15
"Suddenlink",2019-01-06,"ODESSA-MIDLAND, TX",33
"Suddenlink",2019-01-13,"ODESSA-MIDLAND, TX",25
"Suddenlink",2019-01-20,"ODESSA-MIDLAND, TX",19
"Suddenlink",2019-01-27,"ODESSA-MIDLAND, TX",22
"Suddenlink",2019-02-03,"ODESSA-MIDLAND, TX",26
"Suddenlink",2019-02-10,"ODESSA-MIDLAND, TX",21
"Suddenlink",2019-02-17,"ODESSA-MIDLAND, TX",19
"Suddenlink",2019-02-24,"ODESSA-MIDLAND, TX",33
"Suddenlink",2019-03-03,"ODESSA-MIDLAND, TX",22
"Suddenlink",2019-03-10,"ODESSA-MIDLAND, TX",12
"Suddenlink",2019-03-17,"ODESSA-MIDLAND, TX",30
"Suddenlink",2019-03-24,"ODESSA-MIDLAND, TX",31
"Suddenlink",2019-03-31,"ODESSA-MIDLAND, TX",26
"Suddenlink",2019-04-07,"ODESSA-MIDLAND, TX",26
"Suddenlink",2019-04-14,"ODESSA-MIDLAND, TX",17
"Suddenlink",2019-04-21,"ODESSA-MIDLAND, TX",31
"Suddenlink",2019-04-28,"ODESSA-MIDLAND, TX",30
"Suddenlink",2019-05-05,"ODESSA-MIDLAND, TX",39
"Suddenlink",2019-05-12,"ODESSA-MIDLAND, TX",17
"Suddenlink",2019-05-19,"ODESSA-MIDLAND, TX",29
"Suddenlink",2019-05-26,"ODESSA-MIDLAND, TX",15
"Suddenlink",2019-06-02,"ODESSA-MIDLAND, TX",29
"Suddenlink",2019-06-09,"ODESSA-MIDLAND, TX",35
"Suddenlink",2019-06-16,"ODESSA-MIDLAND, TX",17
"Suddenlink",2019-06-23,"ODESSA-MIDLAND, TX",31
"Suddenlink",2019-06-30,"ODESSA-MIDLAND, TX",15
"Suddenlink",2019-07-07,"ODESSA-MIDLAND, TX",20
"Suddenlink",2019-07-14,"ODESSA-MIDLAND, TX",18
"Suddenlink",2019-07-21,"ODESSA-MIDLAND, TX",20
"Suddenlink",2019-07-28,"ODESSA-MIDLAND, TX",28
"Suddenlink",2019-08-04,"ODESSA-MIDLAND, TX",18
"Suddenlink",2019-08-11,"ODESSA-MIDLAND, TX",23
"Suddenlink",2019-08-18,"ODESSA-MIDLAND, TX",22
"Suddenlink",2019-08-25,"ODESSA-MIDLAND, TX",12
"Suddenlink",2019-09-01,"ODESSA-MIDLAND, TX",19
"Suddenlink",2019-09-08,"ODESSA-MIDLAND, TX",38
"Suddenlink",2019-09-15,"ODESSA-MIDLAND, TX",34
"Suddenlink",2019-09-22,"ODESSA-MIDLAND, TX",31
"Suddenlink",2019-09-29,"ODESSA-MIDLAND, TX",28
"Suddenlink",2019-10-06,"ODESSA-MIDLAND, TX",27
"Suddenlink",2019-10-13,"ODESSA-MIDLAND, TX",20
"Suddenlink",2019-10-20,"ODESSA-MIDLAND, TX",22
"Suddenlink",2019-10-27,"ODESSA-MIDLAND, TX",26
"Suddenlink",2019-11-03,"ODESSA-MIDLAND, TX",27
"Suddenlink",2019-11-10,"ODESSA-MIDLAND, TX",24
"Suddenlink",2019-11-17,"ODESSA-MIDLAND, TX",25
"Suddenlink",2019-11-24,"ODESSA-MIDLAND, TX",25
"Suddenlink",2019-12-01,"ODESSA-MIDLAND, TX",25
"Suddenlink",2019-12-08,"ODESSA-MIDLAND, TX",23
"Suddenlink",2019-12-15,"ODESSA-MIDLAND, TX",19
"Suddenlink",2019-12-22,"ODESSA-MIDLAND, TX",4
"Suddenlink",2019-12-29,"ODESSA-MIDLAND, TX",19
"Suddenlink",2020-01-05,"ODESSA-MIDLAND, TX",34
"Suddenlink",2020-01-12,"ODESSA-MIDLAND, TX",16
"Suddenlink",2020-01-19,"ODESSA-MIDLAND, TX",26
"Suddenlink",2020-01-26,"ODESSA-MIDLAND, TX",27
"Suddenlink",2020-02-02,"ODESSA-MIDLAND, TX",23
"Suddenlink",2020-02-09,"ODESSA-MIDLAND, TX",38
"Suddenlink",2020-02-16,"ODESSA-MIDLAND, TX",28
"Suddenlink",2020-02-23,"ODESSA-MIDLAND, TX",22
"Suddenlink",2020-03-01,"ODESSA-MIDLAND, TX",23
"Suddenlink",2020-03-08,"ODESSA-MIDLAND, TX",13
"Suddenlink",2020-03-15,"ODESSA-MIDLAND, TX",17
"Suddenlink",2020-03-22,"ODESSA-MIDLAND, TX",21
"Suddenlink",2020-03-29,"ODESSA-MIDLAND, TX",17
"Suddenlink",2020-04-05,"ODESSA-MIDLAND, TX",15
"Suddenlink",2020-04-12,"ODESSA-MIDLAND, TX",12
"Suddenlink",2020-04-19,"ODESSA-MIDLAND, TX",18
"Suddenlink",2020-04-26,"ODESSA-MIDLAND, TX",15
"Suddenlink",2020-05-03,"ODESSA-MIDLAND, TX",13
"Suddenlink",2020-05-10,"ODESSA-MIDLAND, TX",17
"Suddenlink",2020-05-17,"ODESSA-MIDLAND, TX",25
"Suddenlink",2020-05-24,"ODESSA-MIDLAND, TX",14
"Suddenlink",2020-05-31,"ODESSA-MIDLAND, TX",16
"Suddenlink",2020-06-07,"ODESSA-MIDLAND, TX",14
"Suddenlink",2020-06-14,"ODESSA-MIDLAND, TX",21
"Suddenlink",2020-06-21,"ODESSA-MIDLAND, TX",12
"Suddenlink",2020-06-28,"ODESSA-MIDLAND, TX",14
"Suddenlink",2020-07-05,"ODESSA-MIDLAND, TX",13
"Suddenlink",2020-07-12,"ODESSA-MIDLAND, TX",21
"Suddenlink",2020-07-19,"ODESSA-MIDLAND, TX",18
"Suddenlink",2020-07-26,"ODESSA-MIDLAND, TX",16
"Suddenlink",2020-08-02,"ODESSA-MIDLAND, TX",16
"Suddenlink",2020-08-09,"ODESSA-MIDLAND, TX",11
