"brand","period","dma","sales"
"Suddenlink",2020-07-19,"CHARLESTON-HUNTINGTON, WV",17
"Suddenlink",2020-07-26,"CHARLESTON-HUNTINGTON, WV",23
"Suddenlink",2020-08-02,"CHARLESTON-HUNTINGTON, WV",43
"Suddenlink",2020-08-09,"CHARLESTON-HUNTINGTON, WV",31
"Suddenlink",2020-08-16,"CHARLESTON-HUNTINGTON, WV",25
"Suddenlink",2020-08-23,"CHARLESTON-HUNTINGTON, WV",32
"Suddenlink",2020-08-30,"CHARLESTON-HUNTINGTON, WV",22
"Suddenlink",2020-09-06,"CHARLESTON-HUNTINGTON, WV",36
"Suddenlink",2020-09-13,"CHARLESTON-HUNTINGTON, WV",35
"Suddenlink",2020-09-20,"CHARLESTON-HUNTINGTON, WV",32
"Suddenlink",2020-09-27,"CHARLESTON-HUNTINGTON, WV",37
"Suddenlink",2020-10-04,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2020-10-11,"CHARLESTON-HUNTINGTON, WV",24
"Suddenlink",2020-10-18,"CHARLESTON-HUNTINGTON, WV",33
"Suddenlink",2020-10-25,"CHARLESTON-HUNTINGTON, WV",29
"Suddenlink",2020-11-01,"CHARLESTON-HUNTINGTON, WV",28
"Suddenlink",2020-11-08,"CHARLESTON-HUNTINGTON, WV",33
"Suddenlink",2020-11-15,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2020-11-22,"CHARLESTON-HUNTINGTON, WV",24
"Suddenlink",2020-11-29,"CHARLESTON-HUNTINGTON, WV",31
"Suddenlink",2020-12-06,"CHARLESTON-HUNTINGTON, WV",19
"Suddenlink",2020-12-13,"CHARLESTON-HUNTINGTON, WV",28
"Suddenlink",2020-12-20,"CHARLESTON-HUNTINGTON, WV",22
"Suddenlink",2020-12-27,"CHARLESTON-HUNTINGTON, WV",18
"Suddenlink",2021-01-03,"CHARLESTON-HUNTINGTON, WV",32
"Suddenlink",2021-01-10,"CHARLESTON-HUNTINGTON, WV",36
"Suddenlink",2021-01-17,"CHARLESTON-HUNTINGTON, WV",22
"Suddenlink",2021-01-24,"CHARLESTON-HUNTINGTON, WV",37
"Suddenlink",2021-01-31,"CHARLESTON-HUNTINGTON, WV",34
"Suddenlink",2021-02-07,"CHARLESTON-HUNTINGTON, WV",41
"Suddenlink",2021-02-14,"CHARLESTON-HUNTINGTON, WV",23
"Suddenlink",2021-02-21,"CHARLESTON-HUNTINGTON, WV",44
"Suddenlink",2021-02-28,"CHARLESTON-HUNTINGTON, WV",28
"Suddenlink",2021-03-07,"CHARLESTON-HUNTINGTON, WV",34
"Suddenlink",2021-03-14,"CHARLESTON-HUNTINGTON, WV",48
"Suddenlink",2021-03-21,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2021-03-28,"CHARLESTON-HUNTINGTON, WV",21
"Suddenlink",2021-04-04,"CHARLESTON-HUNTINGTON, WV",32
"Suddenlink",2021-04-11,"CHARLESTON-HUNTINGTON, WV",27
"Suddenlink",2021-04-18,"CHARLESTON-HUNTINGTON, WV",31
"Suddenlink",2021-04-25,"CHARLESTON-HUNTINGTON, WV",25
"Suddenlink",2021-05-02,"CHARLESTON-HUNTINGTON, WV",52
"Suddenlink",2021-05-09,"CHARLESTON-HUNTINGTON, WV",33
"Suddenlink",2021-05-16,"CHARLESTON-HUNTINGTON, WV",34
"Suddenlink",2021-05-23,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2021-05-30,"CHARLESTON-HUNTINGTON, WV",29
"Suddenlink",2021-06-06,"CHARLESTON-HUNTINGTON, WV",33
"Suddenlink",2021-06-13,"CHARLESTON-HUNTINGTON, WV",40
"Suddenlink",2021-06-20,"CHARLESTON-HUNTINGTON, WV",40
"Suddenlink",2021-06-27,"CHARLESTON-HUNTINGTON, WV",51
"Suddenlink",2021-07-04,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2021-07-11,"CHARLESTON-HUNTINGTON, WV",39
"Suddenlink",2021-07-18,"CHARLESTON-HUNTINGTON, WV",38
"Suddenlink",2021-07-25,"CHARLESTON-HUNTINGTON, WV",28
"Suddenlink",2021-08-01,"CHARLESTON-HUNTINGTON, WV",30
"Suddenlink",2021-08-08,"CHARLESTON-HUNTINGTON, WV",34
"Suddenlink",2021-08-15,"CHARLESTON-HUNTINGTON, WV",24
"Suddenlink",2021-08-22,"CHARLESTON-HUNTINGTON, WV",40
"Suddenlink",2021-08-29,"CHARLESTON-HUNTINGTON, WV",47
"Suddenlink",2021-09-05,"CHARLESTON-HUNTINGTON, WV",27
"Suddenlink",2021-09-12,"CHARLESTON-HUNTINGTON, WV",34
"Suddenlink",2021-09-19,"CHARLESTON-HUNTINGTON, WV",33
"Suddenlink",2016-01-03,"DALLAS, TX",20
"Suddenlink",2016-01-10,"DALLAS, TX",17
"Suddenlink",2016-01-17,"DALLAS, TX",25
"Suddenlink",2016-01-24,"DALLAS, TX",12
"Suddenlink",2016-01-31,"DALLAS, TX",31
"Suddenlink",2016-02-07,"DALLAS, TX",32
"Suddenlink",2016-02-14,"DALLAS, TX",19
"Suddenlink",2016-02-21,"DALLAS, TX",24
"Suddenlink",2016-02-28,"DALLAS, TX",25
"Suddenlink",2016-03-06,"DALLAS, TX",19
"Suddenlink",2016-03-13,"DALLAS, TX",31
"Suddenlink",2016-03-20,"DALLAS, TX",23
"Suddenlink",2016-03-27,"DALLAS, TX",23
"Suddenlink",2016-04-03,"DALLAS, TX",23
"Suddenlink",2016-04-10,"DALLAS, TX",24
"Suddenlink",2016-04-17,"DALLAS, TX",24
"Suddenlink",2016-04-24,"DALLAS, TX",29
"Suddenlink",2016-05-01,"DALLAS, TX",17
"Suddenlink",2016-05-08,"DALLAS, TX",28
"Suddenlink",2016-05-15,"DALLAS, TX",28
"Suddenlink",2016-05-22,"DALLAS, TX",24
"Suddenlink",2016-05-29,"DALLAS, TX",17
"Suddenlink",2016-06-05,"DALLAS, TX",26
"Suddenlink",2016-06-12,"DALLAS, TX",24
"Suddenlink",2016-06-19,"DALLAS, TX",26
"Suddenlink",2016-06-26,"DALLAS, TX",16
"Suddenlink",2016-07-03,"DALLAS, TX",21
"Suddenlink",2016-07-10,"DALLAS, TX",18
"Suddenlink",2016-07-17,"DALLAS, TX",26
"Suddenlink",2016-07-24,"DALLAS, TX",26
"Suddenlink",2016-07-31,"DALLAS, TX",25
"Suddenlink",2016-08-07,"DALLAS, TX",30
"Suddenlink",2016-08-14,"DALLAS, TX",41
"Suddenlink",2016-08-21,"DALLAS, TX",38
"Suddenlink",2016-08-28,"DALLAS, TX",31
"Suddenlink",2016-09-04,"DALLAS, TX",16
"Suddenlink",2016-09-11,"DALLAS, TX",20
"Suddenlink",2016-09-18,"DALLAS, TX",31
"Suddenlink",2016-09-25,"DALLAS, TX",24
"Suddenlink",2016-10-02,"DALLAS, TX",26
"Suddenlink",2016-10-09,"DALLAS, TX",16
"Suddenlink",2016-10-16,"DALLAS, TX",23
"Suddenlink",2016-10-23,"DALLAS, TX",27
"Suddenlink",2016-10-30,"DALLAS, TX",21
"Suddenlink",2016-11-06,"DALLAS, TX",21
"Suddenlink",2016-11-13,"DALLAS, TX",28
"Suddenlink",2016-11-20,"DALLAS, TX",14
"Suddenlink",2016-11-27,"DALLAS, TX",35
"Suddenlink",2016-12-04,"DALLAS, TX",27
"Suddenlink",2016-12-11,"DALLAS, TX",21
"Suddenlink",2016-12-18,"DALLAS, TX",13
"Suddenlink",2016-12-25,"DALLAS, TX",23
"Suddenlink",2017-01-01,"DALLAS, TX",29
"Suddenlink",2017-01-08,"DALLAS, TX",26
"Suddenlink",2017-01-15,"DALLAS, TX",30
"Suddenlink",2017-01-22,"DALLAS, TX",22
"Suddenlink",2017-01-29,"DALLAS, TX",20
"Suddenlink",2017-02-05,"DALLAS, TX",32
"Suddenlink",2017-02-12,"DALLAS, TX",26
"Suddenlink",2017-02-19,"DALLAS, TX",27
"Suddenlink",2017-02-26,"DALLAS, TX",34
"Suddenlink",2017-03-05,"DALLAS, TX",27
"Suddenlink",2017-03-12,"DALLAS, TX",16
"Suddenlink",2017-03-19,"DALLAS, TX",33
"Suddenlink",2017-03-26,"DALLAS, TX",31
"Suddenlink",2017-04-02,"DALLAS, TX",37
"Suddenlink",2017-04-09,"DALLAS, TX",28
"Suddenlink",2017-04-16,"DALLAS, TX",28
"Suddenlink",2017-04-23,"DALLAS, TX",25
"Suddenlink",2017-04-30,"DALLAS, TX",22
"Suddenlink",2017-05-07,"DALLAS, TX",20
"Suddenlink",2017-05-14,"DALLAS, TX",25
"Suddenlink",2017-05-21,"DALLAS, TX",26
"Suddenlink",2017-05-28,"DALLAS, TX",37
"Suddenlink",2017-06-04,"DALLAS, TX",30
"Suddenlink",2017-06-11,"DALLAS, TX",19
"Suddenlink",2017-06-18,"DALLAS, TX",32
"Suddenlink",2017-06-25,"DALLAS, TX",25
"Suddenlink",2017-07-02,"DALLAS, TX",20
"Suddenlink",2017-07-09,"DALLAS, TX",28
"Suddenlink",2017-07-16,"DALLAS, TX",25
"Suddenlink",2017-07-23,"DALLAS, TX",26
"Suddenlink",2017-07-30,"DALLAS, TX",19
"Suddenlink",2017-08-06,"DALLAS, TX",19
"Suddenlink",2017-08-13,"DALLAS, TX",19
"Suddenlink",2017-08-20,"DALLAS, TX",28
"Suddenlink",2017-08-27,"DALLAS, TX",32
"Suddenlink",2017-09-03,"DALLAS, TX",21
"Suddenlink",2017-09-10,"DALLAS, TX",26
"Suddenlink",2017-09-17,"DALLAS, TX",27
"Suddenlink",2017-09-24,"DALLAS, TX",23
"Suddenlink",2017-10-01,"DALLAS, TX",23
"Suddenlink",2017-10-08,"DALLAS, TX",23
"Suddenlink",2017-10-15,"DALLAS, TX",33
"Suddenlink",2017-10-22,"DALLAS, TX",32
"Suddenlink",2017-10-29,"DALLAS, TX",27
"Suddenlink",2017-11-05,"DALLAS, TX",23
"Suddenlink",2017-11-12,"DALLAS, TX",29
"Suddenlink",2017-11-19,"DALLAS, TX",9
"Suddenlink",2017-11-26,"DALLAS, TX",32
"Suddenlink",2017-12-03,"DALLAS, TX",29
"Suddenlink",2017-12-10,"DALLAS, TX",23
"Suddenlink",2017-12-17,"DALLAS, TX",21
"Suddenlink",2017-12-24,"DALLAS, TX",21
"Suddenlink",2017-12-31,"DALLAS, TX",20
"Suddenlink",2018-01-07,"DALLAS, TX",41
"Suddenlink",2018-01-14,"DALLAS, TX",20
"Suddenlink",2018-01-21,"DALLAS, TX",12
"Suddenlink",2018-01-28,"DALLAS, TX",19
"Suddenlink",2018-02-04,"DALLAS, TX",41
"Suddenlink",2018-02-11,"DALLAS, TX",37
"Suddenlink",2018-02-18,"DALLAS, TX",26
"Suddenlink",2018-02-25,"DALLAS, TX",24
"Suddenlink",2018-03-04,"DALLAS, TX",44
"Suddenlink",2018-03-11,"DALLAS, TX",35
"Suddenlink",2018-03-18,"DALLAS, TX",32
"Suddenlink",2018-03-25,"DALLAS, TX",32
"Suddenlink",2018-04-01,"DALLAS, TX",30
"Suddenlink",2018-04-08,"DALLAS, TX",28
"Suddenlink",2018-04-15,"DALLAS, TX",27
"Suddenlink",2018-04-22,"DALLAS, TX",19
"Suddenlink",2018-04-29,"DALLAS, TX",24
"Suddenlink",2018-05-06,"DALLAS, TX",38
"Suddenlink",2018-05-13,"DALLAS, TX",26
"Suddenlink",2018-05-20,"DALLAS, TX",31
"Suddenlink",2018-05-27,"DALLAS, TX",19
"Suddenlink",2018-06-03,"DALLAS, TX",27
"Suddenlink",2018-06-10,"DALLAS, TX",24
"Suddenlink",2018-06-17,"DALLAS, TX",22
"Suddenlink",2018-06-24,"DALLAS, TX",29
"Suddenlink",2018-07-01,"DALLAS, TX",39
"Suddenlink",2018-07-08,"DALLAS, TX",35
"Suddenlink",2018-07-15,"DALLAS, TX",22
"Suddenlink",2018-07-22,"DALLAS, TX",28
"Suddenlink",2018-07-29,"DALLAS, TX",24
"Suddenlink",2018-08-05,"DALLAS, TX",23
"Suddenlink",2018-08-12,"DALLAS, TX",31
"Suddenlink",2018-08-19,"DALLAS, TX",34
"Suddenlink",2018-08-26,"DALLAS, TX",24
"Suddenlink",2018-09-02,"DALLAS, TX",24
"Suddenlink",2018-09-09,"DALLAS, TX",24
"Suddenlink",2018-09-16,"DALLAS, TX",32
"Suddenlink",2018-09-23,"DALLAS, TX",44
"Suddenlink",2018-09-30,"DALLAS, TX",36
"Suddenlink",2018-10-07,"DALLAS, TX",25
"Suddenlink",2018-10-14,"DALLAS, TX",34
"Suddenlink",2018-10-21,"DALLAS, TX",33
"Suddenlink",2018-10-28,"DALLAS, TX",24
"Suddenlink",2018-11-04,"DALLAS, TX",26
"Suddenlink",2018-11-11,"DALLAS, TX",18
"Suddenlink",2018-11-18,"DALLAS, TX",24
"Suddenlink",2018-11-25,"DALLAS, TX",22
"Suddenlink",2018-12-02,"DALLAS, TX",31
"Suddenlink",2018-12-09,"DALLAS, TX",29
"Suddenlink",2018-12-16,"DALLAS, TX",31
"Suddenlink",2018-12-23,"DALLAS, TX",17
"Suddenlink",2018-12-30,"DALLAS, TX",20
"Suddenlink",2019-01-06,"DALLAS, TX",33
"Suddenlink",2019-01-13,"DALLAS, TX",25
"Suddenlink",2019-01-20,"DALLAS, TX",25
"Suddenlink",2019-01-27,"DALLAS, TX",30
"Suddenlink",2019-02-03,"DALLAS, TX",20
"Suddenlink",2019-02-10,"DALLAS, TX",23
"Suddenlink",2019-02-17,"DALLAS, TX",24
"Suddenlink",2019-02-24,"DALLAS, TX",27
"Suddenlink",2019-03-03,"DALLAS, TX",19
"Suddenlink",2019-03-10,"DALLAS, TX",36
"Suddenlink",2019-03-17,"DALLAS, TX",26
"Suddenlink",2019-03-24,"DALLAS, TX",34
"Suddenlink",2019-03-31,"DALLAS, TX",31
"Suddenlink",2019-04-07,"DALLAS, TX",48
"Suddenlink",2019-04-14,"DALLAS, TX",29
"Suddenlink",2019-04-21,"DALLAS, TX",33
"Suddenlink",2019-04-28,"DALLAS, TX",43
"Suddenlink",2019-05-05,"DALLAS, TX",38
"Suddenlink",2019-05-12,"DALLAS, TX",35
"Suddenlink",2019-05-19,"DALLAS, TX",29
"Suddenlink",2019-05-26,"DALLAS, TX",33
"Suddenlink",2019-06-02,"DALLAS, TX",23
"Suddenlink",2019-06-09,"DALLAS, TX",29
"Suddenlink",2019-06-16,"DALLAS, TX",46
"Suddenlink",2019-06-23,"DALLAS, TX",28
"Suddenlink",2019-06-30,"DALLAS, TX",21
"Suddenlink",2019-07-07,"DALLAS, TX",41
"Suddenlink",2019-07-14,"DALLAS, TX",26
"Suddenlink",2019-07-21,"DALLAS, TX",19
"Suddenlink",2019-07-28,"DALLAS, TX",31
"Suddenlink",2019-08-04,"DALLAS, TX",28
"Suddenlink",2019-08-11,"DALLAS, TX",19
"Suddenlink",2019-08-18,"DALLAS, TX",19
"Suddenlink",2019-08-25,"DALLAS, TX",19
"Suddenlink",2019-09-01,"DALLAS, TX",21
"Suddenlink",2019-09-08,"DALLAS, TX",46
"Suddenlink",2019-09-15,"DALLAS, TX",33
"Suddenlink",2019-09-22,"DALLAS, TX",33
"Suddenlink",2019-09-29,"DALLAS, TX",26
"Suddenlink",2019-10-06,"DALLAS, TX",22
"Suddenlink",2019-10-13,"DALLAS, TX",39
"Suddenlink",2019-10-20,"DALLAS, TX",30
"Suddenlink",2019-10-27,"DALLAS, TX",41
"Suddenlink",2019-11-03,"DALLAS, TX",35
"Suddenlink",2019-11-10,"DALLAS, TX",21
"Suddenlink",2019-11-17,"DALLAS, TX",32
"Suddenlink",2019-11-24,"DALLAS, TX",20
"Suddenlink",2019-12-01,"DALLAS, TX",22
"Suddenlink",2019-12-08,"DALLAS, TX",23
"Suddenlink",2019-12-15,"DALLAS, TX",27
"Suddenlink",2019-12-22,"DALLAS, TX",16
"Suddenlink",2019-12-29,"DALLAS, TX",18
"Suddenlink",2020-01-05,"DALLAS, TX",29
"Suddenlink",2020-01-12,"DALLAS, TX",32
"Suddenlink",2020-01-19,"DALLAS, TX",35
"Suddenlink",2020-01-26,"DALLAS, TX",40
"Suddenlink",2020-02-02,"DALLAS, TX",27
"Suddenlink",2020-02-09,"DALLAS, TX",28
"Suddenlink",2020-02-16,"DALLAS, TX",37
"Suddenlink",2020-02-23,"DALLAS, TX",36
"Suddenlink",2020-03-01,"DALLAS, TX",29
"Suddenlink",2020-03-08,"DALLAS, TX",25
"Suddenlink",2020-03-15,"DALLAS, TX",26
"Suddenlink",2020-03-22,"DALLAS, TX",22
"Suddenlink",2020-03-29,"DALLAS, TX",29
"Suddenlink",2020-04-05,"DALLAS, TX",17
"Suddenlink",2020-04-12,"DALLAS, TX",20
"Suddenlink",2020-04-19,"DALLAS, TX",23
"Suddenlink",2020-04-26,"DALLAS, TX",37
"Suddenlink",2020-05-03,"DALLAS, TX",23
"Suddenlink",2020-05-10,"DALLAS, TX",25
"Suddenlink",2020-05-17,"DALLAS, TX",46
"Suddenlink",2020-05-24,"DALLAS, TX",37
"Suddenlink",2020-05-31,"DALLAS, TX",29
"Suddenlink",2020-06-07,"DALLAS, TX",27
"Suddenlink",2020-06-14,"DALLAS, TX",30
"Suddenlink",2020-06-21,"DALLAS, TX",43
"Suddenlink",2020-06-28,"DALLAS, TX",34
"Suddenlink",2020-07-05,"DALLAS, TX",33
"Suddenlink",2020-07-12,"DALLAS, TX",25
"Suddenlink",2020-07-19,"DALLAS, TX",32
"Suddenlink",2020-07-26,"DALLAS, TX",37
"Suddenlink",2020-08-02,"DALLAS, TX",37
"Suddenlink",2020-08-09,"DALLAS, TX",18
"Suddenlink",2020-08-16,"DALLAS, TX",33
"Suddenlink",2020-08-23,"DALLAS, TX",28
"Suddenlink",2020-08-30,"DALLAS, TX",27
"Suddenlink",2020-09-06,"DALLAS, TX",25
"Suddenlink",2020-09-13,"DALLAS, TX",34
"Suddenlink",2020-09-20,"DALLAS, TX",38
"Suddenlink",2020-09-27,"DALLAS, TX",27
"Suddenlink",2020-10-04,"DALLAS, TX",29
"Suddenlink",2020-10-11,"DALLAS, TX",33
"Suddenlink",2020-10-18,"DALLAS, TX",36
"Suddenlink",2020-10-25,"DALLAS, TX",38
"Suddenlink",2020-11-01,"DALLAS, TX",37
"Suddenlink",2020-11-08,"DALLAS, TX",47
"Suddenlink",2020-11-15,"DALLAS, TX",35
"Suddenlink",2020-11-22,"DALLAS, TX",13
"Suddenlink",2020-11-29,"DALLAS, TX",26
"Suddenlink",2020-12-06,"DALLAS, TX",17
"Suddenlink",2020-12-13,"DALLAS, TX",21
"Suddenlink",2020-12-20,"DALLAS, TX",20
"Suddenlink",2020-12-27,"DALLAS, TX",19
"Suddenlink",2021-01-03,"DALLAS, TX",28
"Suddenlink",2021-01-10,"DALLAS, TX",24
"Suddenlink",2021-01-17,"DALLAS, TX",32
"Suddenlink",2021-01-24,"DALLAS, TX",33
"Suddenlink",2021-01-31,"DALLAS, TX",33
"Suddenlink",2021-02-07,"DALLAS, TX",24
"Suddenlink",2021-02-14,"DALLAS, TX",16
"Suddenlink",2021-02-21,"DALLAS, TX",68
"Suddenlink",2021-02-28,"DALLAS, TX",36
"Suddenlink",2021-03-07,"DALLAS, TX",28
"Suddenlink",2021-03-14,"DALLAS, TX",27
"Suddenlink",2021-03-21,"DALLAS, TX",37
"Suddenlink",2021-03-28,"DALLAS, TX",32
"Suddenlink",2021-04-04,"DALLAS, TX",15
"Suddenlink",2021-04-11,"DALLAS, TX",38
"Suddenlink",2021-04-18,"DALLAS, TX",25
"Suddenlink",2021-04-25,"DALLAS, TX",44
"Suddenlink",2021-05-02,"DALLAS, TX",23
"Suddenlink",2021-05-09,"DALLAS, TX",41
"Suddenlink",2021-05-16,"DALLAS, TX",38
"Suddenlink",2021-05-23,"DALLAS, TX",23
"Suddenlink",2021-05-30,"DALLAS, TX",26
"Suddenlink",2021-06-06,"DALLAS, TX",21
"Suddenlink",2021-06-13,"DALLAS, TX",27
"Suddenlink",2021-06-20,"DALLAS, TX",20
"Suddenlink",2021-06-27,"DALLAS, TX",33
"Suddenlink",2021-07-04,"DALLAS, TX",24
"Suddenlink",2021-07-11,"DALLAS, TX",31
"Suddenlink",2021-07-18,"DALLAS, TX",36
"Suddenlink",2021-07-25,"DALLAS, TX",33
"Suddenlink",2021-08-01,"DALLAS, TX",42
"Suddenlink",2021-08-08,"DALLAS, TX",54
"Suddenlink",2021-08-15,"DALLAS, TX",48
"Suddenlink",2021-08-22,"DALLAS, TX",43
"Suddenlink",2021-08-29,"DALLAS, TX",36
"Suddenlink",2021-09-05,"DALLAS, TX",29
"Suddenlink",2021-09-12,"DALLAS, TX",34
"Suddenlink",2021-09-19,"DALLAS, TX",46
"Suddenlink",2016-01-03,"EUREKA, CA",10
"Suddenlink",2016-01-10,"EUREKA, CA",10
"Suddenlink",2016-01-17,"EUREKA, CA",8
"Suddenlink",2016-01-24,"EUREKA, CA",9
"Suddenlink",2016-01-31,"EUREKA, CA",11
"Suddenlink",2016-02-07,"EUREKA, CA",12
"Suddenlink",2016-02-14,"EUREKA, CA",10
"Suddenlink",2016-02-21,"EUREKA, CA",9
"Suddenlink",2016-02-28,"EUREKA, CA",12
"Suddenlink",2016-03-06,"EUREKA, CA",11
"Suddenlink",2016-03-13,"EUREKA, CA",6
"Suddenlink",2016-03-20,"EUREKA, CA",4
"Suddenlink",2016-03-27,"EUREKA, CA",12
"Suddenlink",2016-04-03,"EUREKA, CA",14
"Suddenlink",2016-04-10,"EUREKA, CA",4
"Suddenlink",2016-04-17,"EUREKA, CA",8
"Suddenlink",2016-04-24,"EUREKA, CA",10
"Suddenlink",2016-05-01,"EUREKA, CA",8
"Suddenlink",2016-05-08,"EUREKA, CA",4
"Suddenlink",2016-05-15,"EUREKA, CA",10
"Suddenlink",2016-05-22,"EUREKA, CA",11
"Suddenlink",2016-05-29,"EUREKA, CA",5
"Suddenlink",2016-06-05,"EUREKA, CA",13
"Suddenlink",2016-06-12,"EUREKA, CA",18
"Suddenlink",2016-06-19,"EUREKA, CA",12
"Suddenlink",2016-06-26,"EUREKA, CA",10
"Suddenlink",2016-07-03,"EUREKA, CA",13
"Suddenlink",2016-07-10,"EUREKA, CA",4
"Suddenlink",2016-07-17,"EUREKA, CA",7
"Suddenlink",2016-07-24,"EUREKA, CA",8
"Suddenlink",2016-07-31,"EUREKA, CA",8
"Suddenlink",2016-08-07,"EUREKA, CA",6
"Suddenlink",2016-08-14,"EUREKA, CA",7
"Suddenlink",2016-08-21,"EUREKA, CA",8
"Suddenlink",2016-08-28,"EUREKA, CA",4
"Suddenlink",2016-09-04,"EUREKA, CA",7
"Suddenlink",2016-09-11,"EUREKA, CA",8
"Suddenlink",2016-09-18,"EUREKA, CA",19
"Suddenlink",2016-09-25,"EUREKA, CA",15
"Suddenlink",2016-10-02,"EUREKA, CA",8
"Suddenlink",2016-10-09,"EUREKA, CA",10
"Suddenlink",2016-10-16,"EUREKA, CA",10
"Suddenlink",2016-10-23,"EUREKA, CA",17
"Suddenlink",2016-10-30,"EUREKA, CA",10
"Suddenlink",2016-11-06,"EUREKA, CA",8
"Suddenlink",2016-11-13,"EUREKA, CA",11
"Suddenlink",2016-11-20,"EUREKA, CA",0
"Suddenlink",2016-11-27,"EUREKA, CA",10
"Suddenlink",2016-12-04,"EUREKA, CA",13
"Suddenlink",2016-12-11,"EUREKA, CA",9
"Suddenlink",2016-12-18,"EUREKA, CA",6
"Suddenlink",2016-12-25,"EUREKA, CA",4
"Suddenlink",2017-01-01,"EUREKA, CA",8
"Suddenlink",2017-01-08,"EUREKA, CA",4
"Suddenlink",2017-01-15,"EUREKA, CA",10
"Suddenlink",2017-01-22,"EUREKA, CA",7
"Suddenlink",2017-01-29,"EUREKA, CA",12
"Suddenlink",2017-02-05,"EUREKA, CA",9
"Suddenlink",2017-02-12,"EUREKA, CA",11
"Suddenlink",2017-02-19,"EUREKA, CA",7
"Suddenlink",2017-02-26,"EUREKA, CA",8
"Suddenlink",2017-03-05,"EUREKA, CA",16
"Suddenlink",2017-03-12,"EUREKA, CA",13
"Suddenlink",2017-03-19,"EUREKA, CA",10
"Suddenlink",2017-03-26,"EUREKA, CA",11
"Suddenlink",2017-04-02,"EUREKA, CA",19
"Suddenlink",2017-04-09,"EUREKA, CA",14
"Suddenlink",2017-04-16,"EUREKA, CA",12
"Suddenlink",2017-04-23,"EUREKA, CA",11
"Suddenlink",2017-04-30,"EUREKA, CA",11
"Suddenlink",2017-05-07,"EUREKA, CA",8
"Suddenlink",2017-05-14,"EUREKA, CA",12
"Suddenlink",2017-05-21,"EUREKA, CA",13
"Suddenlink",2017-05-28,"EUREKA, CA",10
"Suddenlink",2017-06-04,"EUREKA, CA",6
"Suddenlink",2017-06-11,"EUREKA, CA",9
"Suddenlink",2017-06-18,"EUREKA, CA",13
"Suddenlink",2017-06-25,"EUREKA, CA",8
"Suddenlink",2017-07-02,"EUREKA, CA",8
"Suddenlink",2017-07-09,"EUREKA, CA",9
"Suddenlink",2017-07-16,"EUREKA, CA",5
"Suddenlink",2017-07-23,"EUREKA, CA",7
"Suddenlink",2017-07-30,"EUREKA, CA",12
"Suddenlink",2017-08-06,"EUREKA, CA",11
"Suddenlink",2017-08-13,"EUREKA, CA",8
"Suddenlink",2017-08-20,"EUREKA, CA",8
"Suddenlink",2017-08-27,"EUREKA, CA",15
"Suddenlink",2017-09-03,"EUREKA, CA",7
"Suddenlink",2017-09-10,"EUREKA, CA",15
"Suddenlink",2017-09-17,"EUREKA, CA",8
"Suddenlink",2017-09-24,"EUREKA, CA",6
"Suddenlink",2017-10-01,"EUREKA, CA",6
"Suddenlink",2017-10-08,"EUREKA, CA",30
"Suddenlink",2017-10-15,"EUREKA, CA",10
"Suddenlink",2017-10-22,"EUREKA, CA",6
"Suddenlink",2017-10-29,"EUREKA, CA",12
"Suddenlink",2017-11-05,"EUREKA, CA",20
"Suddenlink",2017-11-12,"EUREKA, CA",15
"Suddenlink",2017-11-19,"EUREKA, CA",5
"Suddenlink",2017-11-26,"EUREKA, CA",6
"Suddenlink",2017-12-03,"EUREKA, CA",9
"Suddenlink",2017-12-10,"EUREKA, CA",18
"Suddenlink",2017-12-17,"EUREKA, CA",9
"Suddenlink",2017-12-24,"EUREKA, CA",8
"Suddenlink",2017-12-31,"EUREKA, CA",12
"Suddenlink",2018-01-07,"EUREKA, CA",12
"Suddenlink",2018-01-14,"EUREKA, CA",15
"Suddenlink",2018-01-21,"EUREKA, CA",14
"Suddenlink",2018-01-28,"EUREKA, CA",6
"Suddenlink",2018-02-04,"EUREKA, CA",14
"Suddenlink",2018-02-11,"EUREKA, CA",19
"Suddenlink",2018-02-18,"EUREKA, CA",9
"Suddenlink",2018-02-25,"EUREKA, CA",15
"Suddenlink",2018-03-04,"EUREKA, CA",13
"Suddenlink",2018-03-11,"EUREKA, CA",11
"Suddenlink",2018-03-18,"EUREKA, CA",9
"Suddenlink",2018-03-25,"EUREKA, CA",20
"Suddenlink",2018-04-01,"EUREKA, CA",11
"Suddenlink",2018-04-08,"EUREKA, CA",12
"Suddenlink",2018-04-15,"EUREKA, CA",7
"Suddenlink",2018-04-22,"EUREKA, CA",14
"Suddenlink",2018-04-29,"EUREKA, CA",11
"Suddenlink",2018-05-06,"EUREKA, CA",6
"Suddenlink",2018-05-13,"EUREKA, CA",10
"Suddenlink",2018-05-20,"EUREKA, CA",3
"Suddenlink",2018-05-27,"EUREKA, CA",10
"Suddenlink",2018-06-03,"EUREKA, CA",11
"Suddenlink",2018-06-10,"EUREKA, CA",12
"Suddenlink",2018-06-17,"EUREKA, CA",11
"Suddenlink",2018-06-24,"EUREKA, CA",4
"Suddenlink",2018-07-01,"EUREKA, CA",4
